District,Region,Date,Temperature
Abim,Northern,1981-01-31,299.34546
Abim,Northern,1981-02-28,299.74573
Abim,Northern,1981-03-31,298.02512
Abim,Northern,1981-04-30,296.25357
Abim,Northern,1981-05-31,295.82858
Abim,Northern,1981-06-30,295.62027
Abim,Northern,1981-07-31,294.49826
Abim,Northern,1981-08-31,294.87808
Abim,Northern,1981-09-30,295.2233
Abim,Northern,1981-10-31,297.22644
Abim,Northern,1981-11-30,297.74844
Abim,Northern,1981-12-31,298.84756
Abim,Northern,1982-01-31,299.28354
Abim,Northern,1982-02-28,299.2584
Abim,Northern,1982-03-31,300.03464
Abim,Northern,1982-04-30,297.01587
Abim,Northern,1982-05-31,295.61685
Abim,Northern,1982-06-30,295.09573
Abim,Northern,1982-07-31,294.69424
Abim,Northern,1982-08-31,294.7545
Abim,Northern,1982-09-30,296.092
Abim,Northern,1982-10-31,295.78818
Abim,Northern,1982-11-30,295.65018
Abim,Northern,1982-12-31,296.44147
Abim,Northern,1983-01-31,297.93396
Abim,Northern,1983-02-28,299.50998
Abim,Northern,1983-03-31,300.4063
Abim,Northern,1983-04-30,297.88553
Abim,Northern,1983-05-31,296.45236
Abim,Northern,1983-06-30,295.76532
Abim,Northern,1983-07-31,295.2234
Abim,Northern,1983-08-31,294.80762
Abim,Northern,1983-09-30,295.06998
Abim,Northern,1983-10-31,295.64365
Abim,Northern,1983-11-30,296.70795
Abim,Northern,1983-12-31,297.43454
Abim,Northern,1984-01-31,297.7665
Abim,Northern,1984-02-29,298.76572
Abim,Northern,1984-03-31,299.45255
Abim,Northern,1984-04-30,297.05887
Abim,Northern,1984-05-31,296.60092
Abim,Northern,1984-06-30,295.30435
Abim,Northern,1984-07-31,294.52914
Abim,Northern,1984-08-31,295.44077
Abim,Northern,1984-09-30,296.2775
Abim,Northern,1984-10-31,297.75162
Abim,Northern,1984-11-30,296.94296
Abim,Northern,1984-12-31,296.9953
Abim,Northern,1985-01-31,298.88278
Abim,Northern,1985-02-28,298.05453
Abim,Northern,1985-03-31,298.79996
Abim,Northern,1985-04-30,295.53134
Abim,Northern,1985-05-31,295.14294
Abim,Northern,1985-06-30,294.84756
Abim,Northern,1985-07-31,293.72757
Abim,Northern,1985-08-31,294.21503
Abim,Northern,1985-09-30,295.3575
Abim,Northern,1985-10-31,297.50278
Abim,Northern,1985-11-30,296.87924
Abim,Northern,1985-12-31,298.60226
Abim,Northern,1986-01-31,299.20724
Abim,Northern,1986-02-28,298.66714
Abim,Northern,1986-03-31,297.88065
Abim,Northern,1986-04-30,296.59506
Abim,Northern,1986-05-31,295.61124
Abim,Northern,1986-06-30,294.68112
Abim,Northern,1986-07-31,294.41284
Abim,Northern,1986-08-31,295.45963
Abim,Northern,1986-09-30,295.79214
Abim,Northern,1986-10-31,297.6168
Abim,Northern,1986-11-30,297.48154
Abim,Northern,1986-12-31,298.5258
Abim,Northern,1987-01-31,299.70538
Abim,Northern,1987-02-28,299.28146
Abim,Northern,1987-03-31,298.60013
Abim,Northern,1987-04-30,297.91733
Abim,Northern,1987-05-31,296.09143
Abim,Northern,1987-06-30,295.5691
Abim,Northern,1987-07-31,296.34885
Abim,Northern,1987-08-31,296.3439
Abim,Northern,1987-09-30,297.41876
Abim,Northern,1987-10-31,298.74133
Abim,Northern,1987-11-30,297.52808
Abim,Northern,1987-12-31,299.20764
Abim,Northern,2000-01-31,299.2993
Abim,Northern,2000-02-29,299.66138
Abim,Northern,2000-03-31,299.93533
Abim,Northern,2000-04-30,298.50705
Abim,Northern,2000-05-31,296.7554
Abim,Northern,2000-06-30,296.52322
Abim,Northern,2000-07-31,295.12955
Abim,Northern,2000-08-31,294.95554
Abim,Northern,2000-09-30,296.9846
Abim,Northern,2000-10-31,296.4524
Abim,Northern,2000-11-30,297.76968
Abim,Northern,2000-12-31,298.26822
Abim,Northern,2001-01-31,297.8975
Abim,Northern,2001-02-28,299.50232
Abim,Northern,2001-03-31,298.52036
Abim,Northern,2001-04-30,297.00537
Abim,Northern,2001-05-31,296.06992
Abim,Northern,2001-06-30,294.98172
Abim,Northern,2001-07-31,294.9376
Abim,Northern,2001-08-31,295.17285
Abim,Northern,2001-09-30,296.00583
Abim,Northern,2001-10-31,296.88028
Abim,Northern,2001-11-30,296.66763
Abim,Northern,2001-12-31,298.8538
Abim,Northern,2002-01-31,299.07556
Abim,Northern,2002-02-28,300.5394
Abim,Northern,2002-03-31,297.9908
Abim,Northern,2002-04-30,297.688
Abim,Northern,2002-05-31,296.73242
Abim,Northern,2002-06-30,297.18582
Abim,Northern,2002-07-31,297.90186
Abim,Northern,2002-08-31,296.66928
Abim,Northern,2002-09-30,299.17856
Abim,Northern,2002-10-31,298.4209
Abim,Northern,2002-11-30,298.4953
Abim,Northern,2002-12-31,298.59567
Abim,Northern,2003-01-31,299.47635
Abim,Northern,2003-02-28,300.91357
Abim,Northern,2003-03-31,300.47195
Abim,Northern,2003-04-30,297.9596
Abim,Northern,2003-05-31,296.31372
Abim,Northern,2003-06-30,295.32822
Abim,Northern,2003-07-31,294.85147
Abim,Northern,2003-08-31,294.96164
Abim,Northern,2003-09-30,296.27087
Abim,Northern,2003-10-31,298.79425
Abim,Northern,2003-11-30,298.9519
Abim,Northern,2003-12-31,298.56808
Abim,Northern,2004-01-31,299.1711
Abim,Northern,2004-02-29,299.8119
Abim,Northern,2004-03-31,300.93024
Abim,Northern,2004-04-30,297.0736
Abim,Northern,2004-05-31,296.45987
Abim,Northern,2004-06-30,295.74265
Abim,Northern,2004-07-31,295.48044
Abim,Northern,2004-08-31,295.66815
Abim,Northern,2004-09-30,296.62375
Abim,Northern,2004-10-31,298.187
Abim,Northern,2004-11-30,296.90207
Abim,Northern,2004-12-31,298.29736
Abim,Northern,2005-01-31,299.13242
Abim,Northern,2005-02-28,300.60202
Abim,Northern,2005-03-31,299.07034
Abim,Northern,2005-04-30,299.02548
Abim,Northern,2005-05-31,296.0896
Abim,Northern,2005-06-30,296.23877
Abim,Northern,2005-07-31,295.60034
Abim,Northern,2005-08-31,295.95447
Abim,Northern,2005-09-30,296.25485
Abim,Northern,2005-10-31,298.4302
Abim,Northern,2005-11-30,298.95267
Abim,Northern,2005-12-31,299.64218
Abim,Northern,2006-01-31,299.52917
Abim,Northern,2006-02-28,299.93484
Abim,Northern,2006-03-31,297.80133
Abim,Northern,2006-04-30,296.6628
Abim,Northern,2006-05-31,295.95056
Abim,Northern,2006-06-30,295.6896
Abim,Northern,2006-07-31,295.6273
Abim,Northern,2006-08-31,295.39133
Abim,Northern,2006-09-30,296.6128
Abim,Northern,2006-10-31,297.94492
Abim,Northern,2006-11-30,296.77283
Abim,Northern,2006-12-31,297.51712
Abim,Northern,2007-01-31,298.65097
Abim,Northern,2007-02-28,298.57614
Abim,Northern,2007-03-31,299.1757
Abim,Northern,2007-04-30,298.19144
Abim,Northern,2007-05-31,297.0963
Abim,Northern,2007-06-30,295.41537
Abim,Northern,2007-07-31,294.78766
Abim,Northern,2007-08-31,294.98837
Abim,Northern,2007-09-30,295.14136
Abim,Northern,2007-10-31,297.28976
Abim,Northern,2007-11-30,298.45825
Abim,Northern,2007-12-31,298.79907
Abim,Northern,2008-01-31,299.44754
Abim,Northern,2008-02-29,299.07144
Abim,Northern,2008-03-31,297.85452
Abim,Northern,2008-04-30,297.26428
Abim,Northern,2008-05-31,297.87112
Abim,Northern,2008-06-30,295.84653
Abim,Northern,2008-07-31,294.9993
Abim,Northern,2008-08-31,295.39087
Abim,Northern,2008-09-30,296.63745
Abim,Northern,2008-10-31,296.22314
Abim,Northern,2008-11-30,296.85352
Abim,Northern,2008-12-31,298.37915
Abim,Northern,2009-01-31,298.58212
Abim,Northern,2009-02-28,299.59244
Abim,Northern,2009-03-31,300.27786
Abim,Northern,2009-04-30,297.44077
Abim,Northern,2009-05-31,297.04434
Abim,Northern,2009-06-30,297.12686
Abim,Northern,2009-07-31,296.68396
Abim,Northern,2009-08-31,297.79214
Abim,Northern,2009-09-30,298.30612
Abim,Northern,2009-10-31,298.2508
Abim,Northern,2009-11-30,299.09863
Abim,Northern,2009-12-31,298.1403
Abim,Northern,2010-01-31,299.0796
Abim,Northern,2010-02-28,299.0403
Abim,Northern,2010-03-31,298.24942
Abim,Northern,2010-04-30,298.02087
Abim,Northern,2010-05-31,296.46048
Abim,Northern,2010-06-30,296.1879
Abim,Northern,2010-07-31,295.37418
Abim,Northern,2010-08-31,295.5895
Abim,Northern,2010-09-30,296.32285
Abim,Northern,2010-10-31,297.30307
Abim,Northern,2010-11-30,298.98618
Abim,Northern,2010-12-31,298.4093
Abim,Northern,2011-01-31,299.22528
Abim,Northern,2011-02-28,299.61707
Abim,Northern,2011-03-31,298.54724
Abim,Northern,2011-04-30,298.73166
Abim,Northern,2011-05-31,296.8284
Abim,Northern,2011-06-30,296.08798
Abim,Northern,2011-07-31,295.6145
Abim,Northern,2011-08-31,295.0759
Abim,Northern,2011-09-30,295.45862
Abim,Northern,2011-10-31,296.56372
Abim,Northern,2011-11-30,295.73218
Abim,Northern,2011-12-31,296.9401
Abim,Northern,2012-01-31,298.41666
Abim,Northern,2012-02-29,299.3885
Abim,Northern,2012-03-31,300.49612
Abim,Northern,2012-04-30,297.38623
Abim,Northern,2012-05-31,296.23532
Abim,Northern,2012-06-30,295.5195
Abim,Northern,2012-07-31,294.9407
Abim,Northern,2012-08-31,295.1367
Abim,Northern,2012-09-30,295.5969
Abim,Northern,2012-10-31,296.84555
Abim,Northern,2012-11-30,296.6992
Abim,Northern,2012-12-31,297.56815
Abim,Northern,2013-01-31,298.29514
Abim,Northern,2013-02-28,298.90552
Abim,Northern,2013-03-31,298.71774
Abim,Northern,2013-04-30,296.16583
Abim,Northern,2013-05-31,296.13513
Abim,Northern,2013-06-30,295.93655
Abim,Northern,2013-07-31,295.43372
Abim,Northern,2013-08-31,295.231
Abim,Northern,2013-09-30,295.7816
Abim,Northern,2013-10-31,296.48386
Abim,Northern,2013-11-30,297.03592
Abim,Northern,2013-12-31,297.67624
Abim,Northern,2014-01-31,299.02914
Abim,Northern,2014-02-28,299.46884
Abim,Northern,2014-03-31,298.94516
Abim,Northern,2014-04-30,298.85803
Abim,Northern,2014-05-31,297.11227
Abim,Northern,2014-06-30,296.14047
Abim,Northern,2014-07-31,296.15512
Abim,Northern,2014-08-31,295.23563
Abim,Northern,2014-09-30,296.4474
Abim,Northern,2014-10-31,296.43704
Abim,Northern,2014-11-30,297.4493
Abim,Northern,2014-12-31,297.97086
Abim,Northern,2015-01-31,298.51773
Abim,Northern,2015-02-28,300.02832
Abim,Northern,2015-03-31,300.5284
Abim,Northern,2015-04-30,296.5373
Abim,Northern,2015-05-31,296.26895
Abim,Northern,2015-06-30,295.63672
Abim,Northern,2015-07-31,295.9721
Abim,Northern,2015-08-31,296.9814
Abim,Northern,2015-09-30,298.22766
Abim,Northern,2015-10-31,298.07166
Abim,Northern,2015-11-30,296.68863
Abim,Northern,2015-12-31,298.22025
Abim,Northern,2016-01-31,299.47586
Abim,Northern,2016-02-29,301.06735
Abim,Northern,2016-03-31,301.32547
Abim,Northern,2016-04-30,297.77304
Abim,Northern,2016-05-31,296.88504
Abim,Northern,2016-06-30,296.73303
Abim,Northern,2016-07-31,296.06027
Abim,Northern,2016-08-31,296.15942
Abim,Northern,2016-09-30,297.83917
Abim,Northern,2016-10-31,298.9005
Abim,Northern,2016-11-30,299.27722
Abim,Northern,2016-12-31,299.56674
Abim,Northern,2017-01-31,299.6427
Abim,Northern,2017-02-28,299.80466
Abim,Northern,2017-03-31,300.09988
Abim,Northern,2017-04-30,299.7698
Abim,Northern,2017-05-31,297.06287
Abim,Northern,2017-06-30,297.66574
Abim,Northern,2017-07-31,295.46155
Abim,Northern,2017-08-31,295.55078
Abim,Northern,2017-09-30,295.89462
Abim,Northern,2017-10-31,297.20322
Abim,Northern,2017-11-30,297.00098
Abim,Northern,2017-12-31,298.6743
Abim,Northern,2018-01-31,298.5875
Abim,Northern,2018-02-28,300.23715
Abim,Northern,2018-03-31,296.80795
Abim,Northern,2018-04-30,295.64053
Abim,Northern,2018-05-31,296.02393
Abim,Northern,2018-06-30,295.12198
Abim,Northern,2018-07-31,295.24722
Abim,Northern,2018-08-31,295.91483
Abim,Northern,2018-09-30,297.0461
Abim,Northern,2018-10-31,297.9487
Abim,Northern,2018-11-30,299.53802
Abim,Northern,2018-12-31,298.75772
Abim,Northern,2019-01-31,299.9702
Abim,Northern,2019-02-28,300.63364
Abim,Northern,2019-03-31,300.85092
Abim,Northern,2019-04-30,300.22256
Abim,Northern,2019-05-31,297.5777
Abim,Northern,2019-06-30,295.8477
Abim,Northern,2019-07-31,295.3475
Abim,Northern,2019-08-31,295.2846
Abim,Northern,2019-09-30,296.43674
Abim,Northern,2019-10-31,296.12033
Abim,Northern,2019-11-30,297.06946
Abim,Northern,2019-12-31,296.75418
Abim,Northern,2020-01-31,298.62747
Abim,Northern,2020-02-29,298.86954
Abim,Northern,2020-03-31,297.98734
Abim,Northern,2020-04-30,297.32422
Abim,Northern,2020-05-31,296.37805
Abim,Northern,2020-06-30,295.93265
Abim,Northern,2020-07-31,295.15808
Abim,Northern,2020-08-31,295.61063
Abim,Northern,2020-09-30,295.57376
Abim,Northern,2020-10-31,295.91174
Abim,Northern,2020-11-30,296.8032
Abim,Northern,2020-12-31,297.60812
Abim,Northern,2021-01-31,298.2982
Abim,Northern,2021-02-28,299.12668
Abim,Northern,2021-03-31,299.93524
Abim,Northern,2021-04-30,297.673
Abim,Northern,2021-05-31,296.4138
Abim,Northern,2021-06-30,296.94565
Abim,Northern,2021-07-31,295.418
Abim,Northern,2021-08-31,296.4152
Abim,Northern,2021-09-30,296.19
Abim,Northern,2021-10-31,297.3912
Abim,Northern,2021-11-30,299.02243
Abim,Northern,2021-12-31,299.47733
Abim,Northern,2022-01-31,298.93887
Abim,Northern,2022-02-28,299.35318
Abim,Northern,2022-03-31,300.29947
Abim,Northern,2022-04-30,298.61813
Abim,Northern,2022-05-31,296.82986
Abim,Northern,2022-06-30,295.6802
Abim,Northern,2022-07-31,296.03952
Abim,Northern,2022-08-31,295.7065
Abim,Northern,2022-09-30,296.7927
Abim,Northern,2022-10-31,299.00754
Abim,Northern,2022-11-30,298.8251
Abim,Northern,2022-12-31,298.769
Abim,Northern,2023-01-31,299.48517
Abim,Northern,2023-02-28,300.71396
Abim,Northern,2023-03-31,298.36172
Abim,Northern,2023-04-30,298.39517
Abim,Northern,2023-05-31,298.3938
Abim,Northern,2023-06-30,297.65976
Abim,Northern,2023-07-31,297.5249
Abim,Northern,2023-08-31,298.91122
Abim,Northern,2023-09-30,297.9239
Abim,Northern,2023-10-31,298.89407
Abim,Northern,2023-11-30,297.9974
Abim,Northern,2023-12-31,299.64114
Abim,Northern,2024-01-31,299.46072
Abim,Northern,2024-02-29,300.67975
Abim,Northern,2024-03-31,301.496
Abim,Northern,2024-04-30,297.6689
Abim,Northern,2024-05-31,297.8826
Abim,Northern,2024-06-30,297.68674
Abim,Northern,2024-07-31,296.6212
Abim,Northern,2024-08-31,296.4318
Abim,Northern,2024-09-30,298.09525
Abim,Northern,2024-10-31,297.8125
Abim,Northern,2024-11-30,298.15683
Abim,Northern,2024-12-31,298.7789
Abim,Northern,2025-01-31,299.32935
Abim,Northern,2025-02-28,300.95224
Abim,Northern,2025-03-31,299.87766
Abim,Northern,2025-04-30,298.05197
Abim,Northern,2025-05-31,296.7998
Abim,Northern,2025-06-30,297.068
Abim,Northern,2025-07-31,296.35242
Abim,Northern,2025-08-31,295.79575
Abim,Northern,2025-09-30,297.15247
Abim,Northern,2025-10-31,296.6932
Adjumani,Northern,1981-01-31,300.90762
Adjumani,Northern,1981-02-28,301.10147
Adjumani,Northern,1981-03-31,299.38458
Adjumani,Northern,1981-04-30,298.3549
Adjumani,Northern,1981-05-31,297.57352
Adjumani,Northern,1981-06-30,297.15094
Adjumani,Northern,1981-07-31,296.25378
Adjumani,Northern,1981-08-31,296.3708
Adjumani,Northern,1981-09-30,296.57074
Adjumani,Northern,1981-10-31,297.3344
Adjumani,Northern,1981-11-30,297.7477
Adjumani,Northern,1981-12-31,299.47284
Adjumani,Northern,1982-01-31,299.87845
Adjumani,Northern,1982-02-28,300.84595
Adjumani,Northern,1982-03-31,300.33417
Adjumani,Northern,1982-04-30,298.38058
Adjumani,Northern,1982-05-31,297.31036
Adjumani,Northern,1982-06-30,296.9427
Adjumani,Northern,1982-07-31,296.4674
Adjumani,Northern,1982-08-31,296.38635
Adjumani,Northern,1982-09-30,297.0058
Adjumani,Northern,1982-10-31,296.43976
Adjumani,Northern,1982-11-30,297.30414
Adjumani,Northern,1982-12-31,298.71524
Adjumani,Northern,1983-01-31,300.2745
Adjumani,Northern,1983-02-28,302.36423
Adjumani,Northern,1983-03-31,301.9078
Adjumani,Northern,1983-04-30,299.00214
Adjumani,Northern,1983-05-31,298.06708
Adjumani,Northern,1983-06-30,297.32568
Adjumani,Northern,1983-07-31,296.86548
Adjumani,Northern,1983-08-31,296.61682
Adjumani,Northern,1983-09-30,296.86072
Adjumani,Northern,1983-10-31,296.69904
Adjumani,Northern,1983-11-30,297.5166
Adjumani,Northern,1983-12-31,298.7343
Adjumani,Northern,1984-01-31,300.31848
Adjumani,Northern,1984-02-29,301.51547
Adjumani,Northern,1984-03-31,300.45892
Adjumani,Northern,1984-04-30,298.2059
Adjumani,Northern,1984-05-31,297.778
Adjumani,Northern,1984-06-30,297.01498
Adjumani,Northern,1984-07-31,296.172
Adjumani,Northern,1984-08-31,296.30634
Adjumani,Northern,1984-09-30,297.0501
Adjumani,Northern,1984-10-31,297.6864
Adjumani,Northern,1984-11-30,297.23624
Adjumani,Northern,1984-12-31,298.61603
Adjumani,Northern,1985-01-31,300.67413
Adjumani,Northern,1985-02-28,300.68622
Adjumani,Northern,1985-03-31,300.41772
Adjumani,Northern,1985-04-30,297.35092
Adjumani,Northern,1985-05-31,296.98517
Adjumani,Northern,1985-06-30,296.28995
Adjumani,Northern,1985-07-31,295.51453
Adjumani,Northern,1985-08-31,295.95288
Adjumani,Northern,1985-09-30,296.25034
Adjumani,Northern,1985-10-31,297.37015
Adjumani,Northern,1985-11-30,297.64438
Adjumani,Northern,1985-12-31,298.66766
Adjumani,Northern,1986-01-31,301.19595
Adjumani,Northern,1986-02-28,299.33328
Adjumani,Northern,1986-03-31,298.39075
Adjumani,Northern,1986-04-30,297.81012
Adjumani,Northern,1986-05-31,297.5853
Adjumani,Northern,1986-06-30,296.52316
Adjumani,Northern,1986-07-31,295.96826
Adjumani,Northern,1986-08-31,296.9751
Adjumani,Northern,1986-09-30,296.844
Adjumani,Northern,1986-10-31,297.27405
Adjumani,Northern,1986-11-30,297.38446
Adjumani,Northern,1986-12-31,298.44565
Adjumani,Northern,1987-01-31,301.4984
Adjumani,Northern,1987-02-28,301.38702
Adjumani,Northern,1987-03-31,299.49023
Adjumani,Northern,1987-04-30,298.61115
Adjumani,Northern,1987-05-31,297.8082
Adjumani,Northern,1987-06-30,297.12958
Adjumani,Northern,1987-07-31,297.81235
Adjumani,Northern,1987-08-31,297.22906
Adjumani,Northern,1987-09-30,297.58502
Adjumani,Northern,1987-10-31,297.7444
Adjumani,Northern,1987-11-30,298.00497
Adjumani,Northern,1987-12-31,299.79257
Adjumani,Northern,2000-01-31,301.08026
Adjumani,Northern,2000-02-29,301.78238
Adjumani,Northern,2000-03-31,301.29236
Adjumani,Northern,2000-04-30,299.14594
Adjumani,Northern,2000-05-31,298.30142
Adjumani,Northern,2000-06-30,297.60736
Adjumani,Northern,2000-07-31,296.4021
Adjumani,Northern,2000-08-31,296.3076
Adjumani,Northern,2000-09-30,297.33112
Adjumani,Northern,2000-10-31,297.27628
Adjumani,Northern,2000-11-30,298.42984
Adjumani,Northern,2000-12-31,299.58893
Adjumani,Northern,2001-01-31,299.77066
Adjumani,Northern,2001-02-28,301.3058
Adjumani,Northern,2001-03-31,299.68817
Adjumani,Northern,2001-04-30,298.58875
Adjumani,Northern,2001-05-31,298.15103
Adjumani,Northern,2001-06-30,296.9798
Adjumani,Northern,2001-07-31,296.74316
Adjumani,Northern,2001-08-31,296.6835
Adjumani,Northern,2001-09-30,297.26093
Adjumani,Northern,2001-10-31,297.839
Adjumani,Northern,2001-11-30,297.79
Adjumani,Northern,2001-12-31,300.24103
Adjumani,Northern,2002-01-31,300.33392
Adjumani,Northern,2002-02-28,302.64902
Adjumani,Northern,2002-03-31,299.09933
Adjumani,Northern,2002-04-30,299.04453
Adjumani,Northern,2002-05-31,298.43124
Adjumani,Northern,2002-06-30,297.80307
Adjumani,Northern,2002-07-31,297.8891
Adjumani,Northern,2002-08-31,297.23114
Adjumani,Northern,2002-09-30,298.1695
Adjumani,Northern,2002-10-31,297.7696
Adjumani,Northern,2002-11-30,297.84674
Adjumani,Northern,2002-12-31,298.89444
Adjumani,Northern,2003-01-31,300.58838
Adjumani,Northern,2003-02-28,301.98996
Adjumani,Northern,2003-03-31,300.8866
Adjumani,Northern,2003-04-30,299.2478
Adjumani,Northern,2003-05-31,298.35236
Adjumani,Northern,2003-06-30,296.97858
Adjumani,Northern,2003-07-31,296.55707
Adjumani,Northern,2003-08-31,296.73013
Adjumani,Northern,2003-09-30,297.61026
Adjumani,Northern,2003-10-31,298.8291
Adjumani,Northern,2003-11-30,298.33902
Adjumani,Northern,2003-12-31,298.97607
Adjumani,Northern,2004-01-31,301.1219
Adjumani,Northern,2004-02-29,301.28067
Adjumani,Northern,2004-03-31,302.56927
Adjumani,Northern,2004-04-30,298.19687
Adjumani,Northern,2004-05-31,298.26685
Adjumani,Northern,2004-06-30,297.4332
Adjumani,Northern,2004-07-31,297.06262
Adjumani,Northern,2004-08-31,296.82758
Adjumani,Northern,2004-09-30,297.32855
Adjumani,Northern,2004-10-31,298.1896
Adjumani,Northern,2004-11-30,298.1348
Adjumani,Northern,2004-12-31,299.7711
Adjumani,Northern,2005-01-31,301.26056
Adjumani,Northern,2005-02-28,303.5373
Adjumani,Northern,2005-03-31,300.80194
Adjumani,Northern,2005-04-30,299.97388
Adjumani,Northern,2005-05-31,297.8072
Adjumani,Northern,2005-06-30,297.57062
Adjumani,Northern,2005-07-31,296.71133
Adjumani,Northern,2005-08-31,297.16733
Adjumani,Northern,2005-09-30,297.93402
Adjumani,Northern,2005-10-31,297.7317
Adjumani,Northern,2005-11-30,299.3922
Adjumani,Northern,2005-12-31,301.3794
Adjumani,Northern,2006-01-31,301.87558
Adjumani,Northern,2006-02-28,302.31107
Adjumani,Northern,2006-03-31,299.65372
Adjumani,Northern,2006-04-30,298.41666
Adjumani,Northern,2006-05-31,297.5484
Adjumani,Northern,2006-06-30,297.54883
Adjumani,Northern,2006-07-31,297.07108
Adjumani,Northern,2006-08-31,296.94482
Adjumani,Northern,2006-09-30,297.46207
Adjumani,Northern,2006-10-31,298.55597
Adjumani,Northern,2006-11-30,297.52747
Adjumani,Northern,2006-12-31,298.52716
Adjumani,Northern,2007-01-31,300.45718
Adjumani,Northern,2007-02-28,300.60315
Adjumani,Northern,2007-03-31,301.2381
Adjumani,Northern,2007-04-30,299.8184
Adjumani,Northern,2007-05-31,298.71085
Adjumani,Northern,2007-06-30,297.15015
Adjumani,Northern,2007-07-31,296.5445
Adjumani,Northern,2007-08-31,296.43707
Adjumani,Northern,2007-09-30,296.95422
Adjumani,Northern,2007-10-31,298.24713
Adjumani,Northern,2007-11-30,298.45917
Adjumani,Northern,2007-12-31,299.78583
Adjumani,Northern,2008-01-31,300.71606
Adjumani,Northern,2008-02-29,300.51285
Adjumani,Northern,2008-03-31,299.72214
Adjumani,Northern,2008-04-30,298.30432
Adjumani,Northern,2008-05-31,298.2754
Adjumani,Northern,2008-06-30,297.42105
Adjumani,Northern,2008-07-31,296.51743
Adjumani,Northern,2008-08-31,296.6765
Adjumani,Northern,2008-09-30,297.51068
Adjumani,Northern,2008-10-31,297.25317
Adjumani,Northern,2008-11-30,298.75754
Adjumani,Northern,2008-12-31,300.52786
Adjumani,Northern,2009-01-31,300.9862
Adjumani,Northern,2009-02-28,301.35742
Adjumani,Northern,2009-03-31,301.16586
Adjumani,Northern,2009-04-30,298.7209
Adjumani,Northern,2009-05-31,298.57825
Adjumani,Northern,2009-06-30,298.56976
Adjumani,Northern,2009-07-31,298.04205
Adjumani,Northern,2009-08-31,297.70837
Adjumani,Northern,2009-09-30,297.9312
Adjumani,Northern,2009-10-31,298.36853
Adjumani,Northern,2009-11-30,298.72894
Adjumani,Northern,2009-12-31,298.94443
Adjumani,Northern,2010-01-31,301.16522
Adjumani,Northern,2010-02-28,300.8708
Adjumani,Northern,2010-03-31,299.815
Adjumani,Northern,2010-04-30,299.53314
Adjumani,Northern,2010-05-31,298.45978
Adjumani,Northern,2010-06-30,297.87137
Adjumani,Northern,2010-07-31,297.06326
Adjumani,Northern,2010-08-31,297.17474
Adjumani,Northern,2010-09-30,297.3978
Adjumani,Northern,2010-10-31,297.62546
Adjumani,Northern,2010-11-30,299.09845
Adjumani,Northern,2010-12-31,299.4555
Adjumani,Northern,2011-01-31,300.9237
Adjumani,Northern,2011-02-28,301.70303
Adjumani,Northern,2011-03-31,300.4882
Adjumani,Northern,2011-04-30,299.0737
Adjumani,Northern,2011-05-31,298.27756
Adjumani,Northern,2011-06-30,297.78122
Adjumani,Northern,2011-07-31,297.32428
Adjumani,Northern,2011-08-31,296.69598
Adjumani,Northern,2011-09-30,297.05426
Adjumani,Northern,2011-10-31,297.58228
Adjumani,Northern,2011-11-30,297.48578
Adjumani,Northern,2011-12-31,299.59637
Adjumani,Northern,2012-01-31,301.06668
Adjumani,Northern,2012-02-29,302.0622
Adjumani,Northern,2012-03-31,302.82098
Adjumani,Northern,2012-04-30,298.77017
Adjumani,Northern,2012-05-31,298.0103
Adjumani,Northern,2012-06-30,297.3587
Adjumani,Northern,2012-07-31,296.4375
Adjumani,Northern,2012-08-31,296.69815
Adjumani,Northern,2012-09-30,297.15674
Adjumani,Northern,2012-10-31,297.81296
Adjumani,Northern,2012-11-30,298.11667
Adjumani,Northern,2012-12-31,299.12378
Adjumani,Northern,2013-01-31,300.93878
Adjumani,Northern,2013-02-28,301.96964
Adjumani,Northern,2013-03-31,300.2533
Adjumani,Northern,2013-04-30,298.4494
Adjumani,Northern,2013-05-31,298.35727
Adjumani,Northern,2013-06-30,297.80804
Adjumani,Northern,2013-07-31,296.96344
Adjumani,Northern,2013-08-31,296.75333
Adjumani,Northern,2013-09-30,297.17566
Adjumani,Northern,2013-10-31,297.25262
Adjumani,Northern,2013-11-30,298.01913
Adjumani,Northern,2013-12-31,299.96396
Adjumani,Northern,2014-01-31,302.00418
Adjumani,Northern,2014-02-28,302.37704
Adjumani,Northern,2014-03-31,301.65936
Adjumani,Northern,2014-04-30,298.9759
Adjumani,Northern,2014-05-31,298.52475
Adjumani,Northern,2014-06-30,297.80267
Adjumani,Northern,2014-07-31,297.63196
Adjumani,Northern,2014-08-31,296.76715
Adjumani,Northern,2014-09-30,297.36163
Adjumani,Northern,2014-10-31,297.65094
Adjumani,Northern,2014-11-30,298.6911
Adjumani,Northern,2014-12-31,300.62442
Adjumani,Northern,2015-01-31,300.92816
Adjumani,Northern,2015-02-28,302.95227
Adjumani,Northern,2015-03-31,302.9838
Adjumani,Northern,2015-04-30,298.57864
Adjumani,Northern,2015-05-31,298.35425
Adjumani,Northern,2015-06-30,297.47885
Adjumani,Northern,2015-07-31,297.82068
Adjumani,Northern,2015-08-31,297.9704
Adjumani,Northern,2015-09-30,298.57202
Adjumani,Northern,2015-10-31,298.17535
Adjumani,Northern,2015-11-30,297.95673
Adjumani,Northern,2015-12-31,299.12286
Adjumani,Northern,2016-01-31,301.03445
Adjumani,Northern,2016-02-29,303.5668
