district,region,date,mean_rainfall
Apac,Northern,1999-08-01,163.70517743644066
Arua,Northern,1999-08-01,219.0602829391892
Budaka,Eastern,1999-08-01,155.97882952008928
Bududa,Eastern,1999-08-01,149.6486150568182
Bugiri,Eastern,1999-08-01,101.70968467310855
Bugweri,Eastern,1999-08-01,109.29673414963942
Buhweju,Western,1999-08-01,157.22895951704547
Buikwe,Central,1999-08-01,90.52161661783855
Bukedea,Eastern,1999-08-01,152.75323321368242
Bukomansimbi,Central,1999-08-01,111.14354183799342
Bukwo,Eastern,1999-08-01,133.20751953125
Bulambuli,Eastern,1999-08-01,163.1537531072443
Buliisa,Western,1999-08-01,-32.0634328358209
Bundibugyo,Western,1999-08-01,141.474365234375
Bunyangabu,Western,1999-08-01,134.91808268229167
Bushenyi,Western,1999-08-01,146.42914690290178
Busia,Eastern,1999-08-01,118.43243408203125
Butaleja,Eastern,1999-08-01,134.42578125
Butambala,Central,1999-08-01,151.43928019205728
Butebo,Eastern,1999-08-01,158.5390625
Buvuma,Central,1999-08-01,89.46918845663265
Buyende,Eastern,1999-08-01,119.8169181577621
Dokolo,Northern,1999-08-01,214.02045355902777
Gomba,Central,1999-08-01,160.02071707589286
Gulu,Northern,1999-08-01,243.24792901400863
Hoima,Western,1999-08-01,-342.5994162087912
Ibanda,Western,1999-08-01,149.21154067095588
Iganga,Eastern,1999-08-01,111.96770368303571
Isingiro,Western,1999-08-01,58.61662454044118
Jinja,Eastern,1999-08-01,88.86533610026042
Kaabong,Northern,1999-08-01,71.01644837622548
Kabale,Western,1999-08-01,85.26868960731908
Kabarole,Western,1999-08-01,120.06433957122093
Kaberamaido,Eastern,1999-08-01,195.62939453125
Kagadi,Western,1999-08-01,144.01345703125
Kakumiro,Western,1999-08-01,148.2235471491228
Kalaki,Eastern,1999-08-01,228.05712890625
Kalangala,Central,1999-08-01,109.96097604851974
Kaliro,Eastern,1999-08-01,145.48729529747595
Kalungu,Central,1999-08-01,93.72098482572116
Kampala,Central,1999-08-01,121.96730259486607
Kamuli,Eastern,1999-08-01,120.147626953125
Kamwenge,Western,1999-08-01,151.0908203125
Kanungu,Western,1999-08-01,146.3504150390625
Kapchorwa,Eastern,1999-08-01,175.92972237723214
Kapelebyong,Eastern,1999-08-01,185.942822265625
Karenga,Northern,1999-08-01,102.78961709104938
Kasese,Western,1999-08-01,138.65268110795455
Kassanda,Central,1999-08-01,141.14920247395833
Katakwi,Eastern,1999-08-01,171.87287531672297
Kayunga,Central,1999-08-01,107.76616559709821
Kazo,Western,1999-08-01,157.30158487955728
Kibaale,Western,1999-08-01,162.2763012035473
Kiboga,Central,1999-08-01,138.2734183517157
Kibuku,Eastern,1999-08-01,160.99905598958333
Kikuube,Western,1999-08-01,115.5184923537234
Kiruhura,Western,1999-08-01,117.7158502072704
Kiryandongo,Western,1999-08-01,191.73329175420167
Kisoro,Western,1999-08-01,151.0113525390625
Kitagwenda,Western,1999-08-01,153.07071586277175
Kitgum,Northern,1999-08-01,175.4658203125
Koboko,Northern,1999-08-01,235.1772257486979
Kole,Northern,1999-08-01,224.826171875
Kotido,Northern,1999-08-01,125.97609904661017
Kumi,Eastern,1999-08-01,141.76861049107143
Kwania,Northern,1999-08-01,175.56343670280611
Kween,Eastern,1999-08-01,149.02736594460228
Kyankwanzi,Central,1999-08-01,137.60670490506328
Kyegegwa,Western,1999-08-01,181.49194764254386
Kyenjojo,Western,1999-08-01,151.61103642451297
Kyotera,Central,1999-08-01,53.67442016601562
Lamwo,Northern,1999-08-01,189.28305967514123
Lira,Northern,1999-08-01,234.79585503472222
Luuka,Eastern,1999-08-01,111.37646484375
Luwero,Central,1999-08-01,115.06867609797297
Lwengo,Central,1999-08-01,76.73084214154412
Lyantonde,Central,1999-08-01,118.39810917295259
Madi Okollo,Northern,1999-08-01,215.50155958488807
Manafwa,Eastern,1999-08-01,136.98155866350447
Maracha,Northern,1999-08-01,227.72776692708334
Masaka,Central,1999-08-01,65.8932383362676
Masindi,Western,1999-08-01,141.82213859247966
Mayuge,Eastern,1999-08-01,73.23803926991151
Mbale,Eastern,1999-08-01,156.11097717285156
Mbarara,Western,1999-08-01,118.86488037109375
Mitooma,Western,1999-08-01,132.87563189338235
Mityana,Central,1999-08-01,151.06509802476415
Moroto,Northern,1999-08-01,53.87493686018319
Moyo,Northern,1999-08-01,-378.3949924045139
Mpigi,Central,1999-08-01,141.52198262117346
Mubende,Central,1999-08-01,184.29130091292134
Mukono,Central,1999-08-01,112.5397450436828
Nabilatuk,Northern,1999-08-01,113.09684778432377
Nakapiripirit,Northern,1999-08-01,127.92322240901899
Nakaseke,Central,1999-08-01,123.89535958426339
Nakasongola,Central,1999-08-01,117.0476902173913
Namayingo,Eastern,1999-08-01,59.44504726080247
Namisindwa,Eastern,1999-08-01,151.09396701388889
Namutumba,Eastern,1999-08-01,126.399658203125
Napak,Northern,1999-08-01,125.62985605736301
Nebbi,Northern,1999-08-01,169.3980527935606
Ngora,Eastern,1999-08-01,147.3769140625
Ntoroko,Western,1999-08-01,-107.4174167798913
Ntungamo,Western,1999-08-01,86.32644560842803
Nwoya,Northern,1999-08-01,209.26074840764332
Obongi,Northern,1999-08-01,194.84242983217592
Omoro,Northern,1999-08-01,242.77712264150944
Otuke,Northern,1999-08-01,233.90887225115742
Oyam,Northern,1999-08-01,246.52024647887325
Pader,Northern,1999-08-01,231.81398292824073
Pakwach,Northern,1999-08-01,151.2960244455645
Pallisa,Eastern,1999-08-01,172.90004185267858
Rakai,Central,1999-08-01,60.5735554245283
Rubanda,Western,1999-08-01,110.429931640625
Rubirizi,Western,1999-08-01,145.86352040816325
Rukiga,Western,1999-08-01,68.81729830228366
Rukungiri,Western,1999-08-01,122.76771484375
Rwampara,Western,1999-08-01,105.591455078125
Serere,Eastern,1999-08-01,154.6531762295082
Sheema,Western,1999-08-01,112.41283118206522
Sironko,Eastern,1999-08-01,162.10642653245193
Soroti,Eastern,1999-08-01,182.76628989361703
Ssembabule,Central,1999-08-01,129.51022135416667
Tororo,Eastern,1999-08-01,122.66155510979729
Wakiso,Central,1999-08-01,141.5598477450284
Yumbe,Northern,1999-08-01,209.5974913758117
Zombo,Northern,1999-08-01,-134.2835314520474
Abim,Northern,1999-09-01,103.22156292459239
Adjumani,Northern,1999-09-01,176.2582572710396
Agago,Northern,1999-09-01,150.2962873340708
Alebtong,Northern,1999-09-01,157.76932198660714
Amolatar,Northern,1999-09-01,124.69650704520089
Amudat,Northern,1999-09-01,48.618537183077834
Amuria,Eastern,1999-09-01,135.3256199048913
Amuru,Northern,1999-09-01,187.68247282608695
Apac,Northern,1999-09-01,149.17591366525423
Arua,Northern,1999-09-01,179.8173432221284
Budaka,Eastern,1999-09-01,110.50666155133929
Bududa,Eastern,1999-09-01,129.1294611150568
Bugiri,Eastern,1999-09-01,117.27934827302632
Bugweri,Eastern,1999-09-01,107.66068209134616
Buhweju,Western,1999-09-01,99.33595969460227
Buikwe,Central,1999-09-01,79.86971537272136
Bukedea,Eastern,1999-09-01,112.427734375
Bukomansimbi,Central,1999-09-01,84.46632144325658
Bukwo,Eastern,1999-09-01,105.3476795014881
Bulambuli,Eastern,1999-09-01,126.0872469815341
Buliisa,Western,1999-09-01,-49.5691355235541
Bundibugyo,Western,1999-09-01,116.47513834635417
Bunyangabu,Western,1999-09-01,135.29402669270834
Bushenyi,Western,1999-09-01,112.21995326450893
Busia,Eastern,1999-09-01,139.3300984700521
Butaleja,Eastern,1999-09-01,94.90757446289062
Butambala,Central,1999-09-01,87.1361592610677
Butebo,Eastern,1999-09-01,114.16726345486111
Buvuma,Central,1999-09-01,58.70192256590136
Buyende,Eastern,1999-09-01,126.67630103326613
Dokolo,Northern,1999-09-01,163.65969509548611
Gomba,Central,1999-09-01,82.82624162946429
Gulu,Northern,1999-09-01,186.84546740301724
Hoima,Western,1999-09-01,-356.4790521978022
Ibanda,Western,1999-09-01,84.85823328354779
Iganga,Eastern,1999-09-01,110.596435546875
Isingiro,Western,1999-09-01,81.91189682904412
Jinja,Eastern,1999-09-01,84.12538146972656
Kaabong,Northern,1999-09-01,49.32738140829248
Kabale,Western,1999-09-01,79.62065686677632
Kabarole,Western,1999-09-01,119.29547828851744
Kaberamaido,Eastern,1999-09-01,149.56898235452587
Kagadi,Western,1999-09-01,95.8788671875
Kakumiro,Western,1999-09-01,95.23261033442982
Kalaki,Eastern,1999-09-01,151.88627115885416
Kalangala,Central,1999-09-01,100.06428608141448
Kaliro,Eastern,1999-09-01,137.18089881310095
Kalungu,Central,1999-09-01,79.87537560096153
Kampala,Central,1999-09-01,77.80800083705357
Kamuli,Eastern,1999-09-01,99.25580078125
Kamwenge,Western,1999-09-01,93.15567129629629
Kanungu,Western,1999-09-01,118.4405517578125
Kapchorwa,Eastern,1999-09-01,129.64637974330358
Kapelebyong,Eastern,1999-09-01,132.000244140625
Karenga,Northern,1999-09-01,69.79553674768519
Kasese,Western,1999-09-01,105.68125
Kassanda,Central,1999-09-01,79.31101888020834
Katakwi,Eastern,1999-09-01,115.7313133445946
Kayunga,Central,1999-09-01,99.57489885602679
Kazo,Western,1999-09-01,90.6323750813802
Kibaale,Western,1999-09-01,116.76173194679055
Kiboga,Central,1999-09-01,99.02502680759804
Kibuku,Eastern,1999-09-01,122.23798828125
Kikuube,Western,1999-09-01,84.10380132147607
Kiruhura,Western,1999-09-01,87.69369818239795
Kiryandongo,Western,1999-09-01,143.7478663340336
Kisoro,Western,1999-09-01,117.49118041992188
Kitagwenda,Western,1999-09-01,94.80893342391305
Kitgum,Northern,1999-09-01,111.85999446128731
Koboko,Northern,1999-09-01,217.60994466145834
Kole,Northern,1999-09-01,161.18800403225808
Kotido,Northern,1999-09-01,61.08592508606991
Kumi,Eastern,1999-09-01,114.76448800223214
Kwania,Northern,1999-09-01,160.38866191007654
Kween,Eastern,1999-09-01,100.47343306107955
Kyankwanzi,Central,1999-09-01,78.73917128164557
Kyegegwa,Western,1999-09-01,106.70464124177632
Kyenjojo,Western,1999-09-01,99.25409648944805
Kyotera,Central,1999-09-01,92.7843505859375
Lamwo,Northern,1999-09-01,145.93367099223164
Lira,Northern,1999-09-01,157.81988932291668
Luuka,Eastern,1999-09-01,99.96181640625
Luwero,Central,1999-09-01,105.52506070523648
Lwengo,Central,1999-09-01,87.44794778262867
Lyantonde,Central,1999-09-01,95.9118231411638
Madi Okollo,Northern,1999-09-01,153.4247609608209
Manafwa,Eastern,1999-09-01,114.87005615234375
Maracha,Northern,1999-09-01,220.89000651041667
Masaka,Central,1999-09-01,91.73965669014085
Masindi,Western,1999-09-01,106.12751683180895
Mayuge,Eastern,1999-09-01,60.87845253733407
Mbale,Eastern,1999-09-01,116.67381286621094
Mbarara,Western,1999-09-01,83.5455810546875
Mitooma,Western,1999-09-01,111.1238151999081
Mityana,Central,1999-09-01,94.05512971698113
Moroto,Northern,1999-09-01,28.63819622171336
Moyo,Northern,1999-09-01,-387.1413302951389
Mpigi,Central,1999-09-01,75.89681819993622
Mubende,Central,1999-09-01,101.12989378511236
Mukono,Central,1999-09-01,82.82830351142474
Nabilatuk,Northern,1999-09-01,72.55666463883196
Nakapiripirit,Northern,1999-09-01,83.58008430577532
Nakaseke,Central,1999-09-01,105.65519496372768
Nakasongola,Central,1999-09-01,97.27875339673913
Namayingo,Eastern,1999-09-01,57.3725284529321
Namisindwa,Eastern,1999-09-01,122.73952907986111
Namutumba,Eastern,1999-09-01,116.51998336226852
Napak,Northern,1999-09-01,74.95675032106165
Nebbi,Northern,1999-09-01,126.20788944128788
Ngora,Eastern,1999-09-01,134.894150390625
Ntoroko,Western,1999-09-01,-141.97611667798913
Ntungamo,Western,1999-09-01,82.78682824337122
Nwoya,Northern,1999-09-01,166.18161574442675
Obongi,Northern,1999-09-01,176.39201750578704
Omoro,Northern,1999-09-01,173.93759212853774
Otuke,Northern,1999-09-01,142.07976164641204
Oyam,Northern,1999-09-01,154.83624009683098
Pader,Northern,1999-09-01,144.82602719907408
Pakwach,Northern,1999-09-01,131.83291330645162
Pallisa,Eastern,1999-09-01,145.42899867466517
Rakai,Central,1999-09-01,83.61271926591981
Rubanda,Western,1999-09-01,98.31389825994319
Rubirizi,Western,1999-09-01,94.68736049107143
Rukiga,Western,1999-09-01,73.50647911658653
Rukungiri,Western,1999-09-01,100.55658203125
Rwampara,Western,1999-09-01,100.467578125
Serere,Eastern,1999-09-01,149.2074474897541
Sheema,Western,1999-09-01,93.34190302309783
Sironko,Eastern,1999-09-01,152.6213097205529
Soroti,Eastern,1999-09-01,137.99970910904256
Ssembabule,Central,1999-09-01,93.98292317708334
Tororo,Eastern,1999-09-01,103.54891390413852
Wakiso,Central,1999-09-01,80.3619717684659
Yumbe,Northern,1999-09-01,207.0362089082792
Zombo,Northern,1999-09-01,-201.56495824353448
Abim,Northern,1999-10-01,118.19424040421195
Adjumani,Northern,1999-10-01,191.58013613861385
Agago,Northern,1999-10-01,125.05236276272124
Alebtong,Northern,1999-10-01,153.5470742984694
Amolatar,Northern,1999-10-01,128.8709716796875
Amudat,Northern,1999-10-01,101.67782650353773
Amuria,Eastern,1999-10-01,145.3226902173913
Amuru,Northern,1999-10-01,202.97511888586956
Apac,Northern,1999-10-01,164.42025291313558
Arua,Northern,1999-10-01,188.10077069256758
Budaka,Eastern,1999-10-01,132.81133161272322
Bududa,Eastern,1999-10-01,293.60695578835225
Bugiri,Eastern,1999-10-01,183.6960320723684
Bugweri,Eastern,1999-10-01,169.3240685096154
Buhweju,Western,1999-10-01,174.5972345525568
Buikwe,Central,1999-10-01,165.02006022135416
Bukedea,Eastern,1999-10-01,139.55431798986487
Bukomansimbi,Central,1999-10-01,147.32546515213815
Bukwo,Eastern,1999-10-01,318.1806408110119
Bulambuli,Eastern,1999-10-01,261.31840376420456
Buliisa,Western,1999-10-01,20.39940677472015
Bundibugyo,Western,1999-10-01,162.85934244791667
Bunyangabu,Western,1999-10-01,226.14905598958333
Bushenyi,Western,1999-10-01,167.82645089285714
Busia,Eastern,1999-10-01,200.01883951822916
Butaleja,Eastern,1999-10-01,155.879736328125
Butambala,Central,1999-10-01,174.88427734375
Butebo,Eastern,1999-10-01,118.90981716579861
Buvuma,Central,1999-10-01,114.58678784013605
Buyende,Eastern,1999-10-01,136.30879851310485
Dokolo,Northern,1999-10-01,160.48739963107639
Gomba,Central,1999-10-01,180.98336356026786
Gulu,Northern,1999-10-01,223.57179418103448
Hoima,Western,1999-10-01,-278.80245535714283
Ibanda,Western,1999-10-01,149.71567670036765
Iganga,Eastern,1999-10-01,163.12659272693452
Isingiro,Western,1999-10-01,127.88131893382354
Jinja,Eastern,1999-10-01,207.89127604166666
Kaabong,Northern,1999-10-01,74.74730009191177
Kabale,Western,1999-10-01,106.8885433799342
Kabarole,Western,1999-10-01,207.49409520348837
Kaberamaido,Eastern,1999-10-01,164.91136853448276
Kagadi,Western,1999-10-01,172.5923828125
Kakumiro,Western,1999-10-01,190.91351425438597
Kalaki,Eastern,1999-10-01,161.64362589518228
Kalangala,Central,1999-10-01,168.09732216282896
Kaliro,Eastern,1999-10-01,144.07761793870193
Kalungu,Central,1999-10-01,149.79890324519232
Kampala,Central,1999-10-01,153.97026715959822
Kamuli,Eastern,1999-10-01,176.1555078125
Kamwenge,Western,1999-10-01,199.2544849537037
Kanungu,Western,1999-10-01,136.036767578125
Kapchorwa,Eastern,1999-10-01,307.32407924107144
Kapelebyong,Eastern,1999-10-01,121.1374267578125
Karenga,Northern,1999-10-01,110.29746576003086
Kasese,Western,1999-10-01,168.034375
Kassanda,Central,1999-10-01,159.59309895833334
Katakwi,Eastern,1999-10-01,126.7352195945946
Kayunga,Central,1999-10-01,162.46090262276786
Kazo,Western,1999-10-01,141.16783650716147
Kibaale,Western,1999-10-01,200.4599345439189
Kiboga,Central,1999-10-01,177.86140471813727
Kibuku,Eastern,1999-10-01,145.54108072916668
Kikuube,Western,1999-10-01,164.1404172207447
Kiruhura,Western,1999-10-01,136.61983816964286
Kiryandongo,Western,1999-10-01,172.4332654936975
Kisoro,Western,1999-10-01,125.02736409505208
Kitagwenda,Western,1999-10-01,176.17920983355978
Kitgum,Northern,1999-10-01,135.6865671641791
Koboko,Northern,1999-10-01,233.7479248046875
Kole,Northern,1999-10-01,200.54703251008064
Kotido,Northern,1999-10-01,79.42792472192797
Kumi,Eastern,1999-10-01,112.7017578125
Kwania,Northern,1999-10-01,152.39942402742346
Kween,Eastern,1999-10-01,225.748291015625
Kyankwanzi,Central,1999-10-01,163.19002175632912
Kyegegwa,Western,1999-10-01,184.5854920504386
Kyenjojo,Western,1999-10-01,189.50801542207793
Kyotera,Central,1999-10-01,120.4981201171875
Lamwo,Northern,1999-10-01,138.11932821327684
Lira,Northern,1999-10-01,189.01436631944443
Luuka,Eastern,1999-10-01,170.76422119140625
Luwero,Central,1999-10-01,173.93148226351352
Lwengo,Central,1999-10-01,129.60472196691177
Lyantonde,Central,1999-10-01,138.96491109913794
Madi Okollo,Northern,1999-10-01,163.79751632462686
Manafwa,Eastern,1999-10-01,242.45638602120536
Maracha,Northern,1999-10-01,212.38304036458334
Masaka,Central,1999-10-01,131.65636003521126
Masindi,Western,1999-10-01,169.80849847560975
Mayuge,Eastern,1999-10-01,127.09702537334071
Mbale,Eastern,1999-10-01,211.27481079101562
Mbarara,Western,1999-10-01,145.1182861328125
Mitooma,Western,1999-10-01,159.43367991727942
Mityana,Central,1999-10-01,185.68786851415095
Moroto,Northern,1999-10-01,64.72377172009698
Moyo,Northern,1999-10-01,-379.7978515625
Mpigi,Central,1999-10-01,153.0563815369898
Mubende,Central,1999-10-01,167.96923279494382
Mukono,Central,1999-10-01,164.07474378360214
Nabilatuk,Northern,1999-10-01,86.19002945696721
Nakapiripirit,Northern,1999-10-01,153.63335640822785
Nakaseke,Central,1999-10-01,142.27718680245536
Nakasongola,Central,1999-10-01,132.15070482336955
Namayingo,Eastern,1999-10-01,109.72265625
Namisindwa,Eastern,1999-10-01,271.50184461805554
Namutumba,Eastern,1999-10-01,161.73585792824073
Napak,Northern,1999-10-01,74.58619167380137
Nebbi,Northern,1999-10-01,153.42962831439394
Ngora,Eastern,1999-10-01,112.25994140625
Ntoroko,Western,1999-10-01,-84.75868291440217
Ntungamo,Western,1999-10-01,111.12873609138258
Nwoya,Northern,1999-10-01,228.56966560509554
Obongi,Northern,1999-10-01,190.76945891203704
Omoro,Northern,1999-10-01,240.40637897995282
Otuke,Northern,1999-10-01,127.42458767361111
Oyam,Northern,1999-10-01,233.83049075704224
Pader,Northern,1999-10-01,180.92751736111111
Pakwach,Northern,1999-10-01,171.90291078629033
Pallisa,Eastern,1999-10-01,113.14130510602679
Rakai,Central,1999-10-01,128.74336674528303
Rubanda,Western,1999-10-01,109.59288441051136
Rubirizi,Western,1999-10-01,171.95874521683675
Rukiga,Western,1999-10-01,105.6538837139423
Rukungiri,Western,1999-10-01,132.27341796875
Rwampara,Western,1999-10-01,130.397509765625
Serere,Eastern,1999-10-01,144.08968365778688
Sheema,Western,1999-10-01,136.17452870244566
Sironko,Eastern,1999-10-01,290.1051494891827
Soroti,Eastern,1999-10-01,160.28302651263297
Ssembabule,Central,1999-10-01,148.5730078125
Tororo,Eastern,1999-10-01,196.8149018158784
Wakiso,Central,1999-10-01,147.59814453125
Yumbe,Northern,1999-10-01,197.82945667613637
Zombo,Northern,1999-10-01,-167.66471915409483
Abim,Northern,1999-11-01,38.07938816236413
Adjumani,Northern,1999-11-01,72.85403291305693
Agago,Northern,1999-11-01,51.47457912748894
Alebtong,Northern,1999-11-01,73.99735929528062
Amolatar,Northern,1999-11-01,94.69918387276786
Amudat,Northern,1999-11-01,30.830596348024763
Amuria,Eastern,1999-11-01,65.42274541440217
Amuru,Northern,1999-11-01,79.6085597826087
Apac,Northern,1999-11-01,117.92662539724576
Arua,Northern,1999-11-01,105.92708113386824
Budaka,Eastern,1999-11-01,111.75055803571429
Bududa,Eastern,1999-11-01,140.62451171875
Bugiri,Eastern,1999-11-01,131.40004368832237
Bugweri,Eastern,1999-11-01,129.58107346754807
Buhweju,Western,1999-11-01,163.13935990767047
Buikwe,Central,1999-11-01,176.57368977864584
Bukedea,Eastern,1999-11-01,74.17438239020271
Bukomansimbi,Central,1999-11-01,111.04302014802632
Bukwo,Eastern,1999-11-01,75.1965099516369
Bulambuli,Eastern,1999-11-01,95.0121737393466
Buliisa,Western,1999-11-01,-6.027329174440299
Bundibugyo,Western,1999-11-01,190.60685221354166
Bunyangabu,Western,1999-11-01,201.30847981770833
Bushenyi,Western,1999-11-01,157.56954520089286
Busia,Eastern,1999-11-01,149.31110636393228
Butaleja,Eastern,1999-11-01,108.6072998046875
Butambala,Central,1999-11-01,153.5412394205729
Butebo,Eastern,1999-11-01,105.53835042317708
Buvuma,Central,1999-11-01,193.3580330569728
Buyende,Eastern,1999-11-01,116.04348853326613
Dokolo,Northern,1999-11-01,97.81901041666667
Gomba,Central,1999-11-01,133.63774762834822
Gulu,Northern,1999-11-01,77.84351427801724
Hoima,Western,1999-11-01,-282.1963856456044
Ibanda,Western,1999-11-01,138.24844898897058
Iganga,Eastern,1999-11-01,118.9033435639881
Isingiro,Western,1999-11-01,112.80284926470588
Jinja,Eastern,1999-11-01,153.18637084960938
Kaabong,Northern,1999-11-01,15.17984228196487
Kabale,Western,1999-11-01,123.6483090049342
Kabarole,Western,1999-11-01,180.12746411700581
Kaberamaido,Eastern,1999-11-01,107.14390827047414
Kagadi,Western,1999-11-01,155.8146484375
Kakumiro,Western,1999-11-01,144.29702919407896
Kalaki,Eastern,1999-11-01,87.39908854166667
Kalangala,Central,1999-11-01,193.29427939967104
Kaliro,Eastern,1999-11-01,120.06385216346153
Kalungu,Central,1999-11-01,132.25880784254807
Kampala,Central,1999-11-01,161.17916434151786
Kamuli,Eastern,1999-11-01,131.656953125
Kamwenge,Western,1999-11-01,147.58491572627315
Kanungu,Western,1999-11-01,154.4044921875
Kapchorwa,Eastern,1999-11-01,106.27866908482143
Kapelebyong,Eastern,1999-11-01,49.89522705078125
Karenga,Northern,1999-11-01,20.230747552565585
Kasese,Western,1999-11-01,168.20110085227273
Kassanda,Central,1999-11-01,130.92649739583334
Katakwi,Eastern,1999-11-01,45.148727829391895
Kayunga,Central,1999-11-01,124.53277587890625
Kazo,Western,1999-11-01,108.36688232421875
Kibaale,Western,1999-11-01,155.2163481841216
Kiboga,Central,1999-11-01,136.0035903033088
Kibuku,Eastern,1999-11-01,112.302783203125
Kikuube,Western,1999-11-01,156.15325797872342
Kiruhura,Western,1999-11-01,109.57513552295919
Kiryandongo,Western,1999-11-01,163.0437237394958
Kisoro,Western,1999-11-01,179.20894368489584
Kitagwenda,Western,1999-11-01,146.69222359035325
Kitgum,Northern,1999-11-01,42.53888394939366
Koboko,Northern,1999-11-01,76.84719848632812
Kole,Northern,1999-11-01,103.29818233366936
Kotido,Northern,1999-11-01,20.142396054025422
Kumi,Eastern,1999-11-01,68.36746651785714
Kwania,Northern,1999-11-01,116.34112922512755
Kween,Eastern,1999-11-01,57.8077226118608
Kyankwanzi,Central,1999-11-01,138.12957377373417
Kyegegwa,Western,1999-11-01,135.90728652686403
Kyenjojo,Western,1999-11-01,168.43153916396105
Kyotera,Central,1999-11-01,123.0481689453125
Lamwo,Northern,1999-11-01,59.76165805967514
Lira,Northern,1999-11-01,80.710888671875
Luuka,Eastern,1999-11-01,127.4582275390625
Luwero,Central,1999-11-01,140.31729043496622
Lwengo,Central,1999-11-01,105.25747501148896
Lyantonde,Central,1999-11-01,106.02545797413794
Madi Okollo,Northern,1999-11-01,86.58868499300372
Manafwa,Eastern,1999-11-01,120.60482352120536
Maracha,Northern,1999-11-01,112.16238606770834
Masaka,Central,1999-11-01,133.79862180897888
Masindi,Western,1999-11-01,169.0174987296748
Mayuge,Eastern,1999-11-01,158.36473313053096
Mbale,Eastern,1999-11-01,130.79248046875
Mbarara,Western,1999-11-01,120.91475830078124
Mitooma,Western,1999-11-01,158.69568589154412
Mityana,Central,1999-11-01,139.30157355542454
Moroto,Northern,1999-11-01,14.35791647023168
Moyo,Northern,1999-11-01,-507.19818793402777
Mpigi,Central,1999-11-01,155.08327686543367
Mubende,Central,1999-11-01,138.24188026685394
Mukono,Central,1999-11-01,186.04872311827958
Nabilatuk,Northern,1999-11-01,27.431740682633198
Nakapiripirit,Northern,1999-11-01,38.830275909810126
Nakaseke,Central,1999-11-01,132.13596888950892
Nakasongola,Central,1999-11-01,109.04857336956522
Namayingo,Eastern,1999-11-01,136.4740547839506
Namisindwa,Eastern,1999-11-01,125.57845052083333
Namutumba,Eastern,1999-11-01,120.90246129918981
Napak,Northern,1999-11-01,17.525146484375
Nebbi,Northern,1999-11-01,118.07276870265152
Ngora,Eastern,1999-11-01,68.6117724609375
Ntoroko,Western,1999-11-01,-79.54216202445652
Ntungamo,Western,1999-11-01,127.7017489346591
Nwoya,Northern,1999-11-01,136.34728304140128
Obongi,Northern,1999-11-01,65.58127622251158
Omoro,Northern,1999-11-01,116.23638340212264
Otuke,Northern,1999-11-01,65.42561848958333
Oyam,Northern,1999-11-01,114.01324548855634
Pader,Northern,1999-11-01,70.98650444878473
Pakwach,Northern,1999-11-01,105.02915511592742
Pallisa,Eastern,1999-11-01,112.75398472377232
Rakai,Central,1999-11-01,110.93180645636792
Rubanda,Western,1999-11-01,148.16872336647728
Rubirizi,Western,1999-11-01,163.8245077327806
Rukiga,Western,1999-11-01,113.30587064302884
Rukungiri,Western,1999-11-01,147.902392578125
Rwampara,Western,1999-11-01,144.4512939453125
Serere,Eastern,1999-11-01,97.90785892674181
Sheema,Western,1999-11-01,139.2064155910326
Sironko,Eastern,1999-11-01,111.77835787259616
Soroti,Eastern,1999-11-01,67.79306225066489
Ssembabule,Central,1999-11-01,104.35636067708333
Tororo,Eastern,1999-11-01,125.17944995777027
Wakiso,Central,1999-11-01,170.7236882990057
Yumbe,Northern,1999-11-01,63.67238864650974
Zombo,Northern,1999-11-01,-211.7158203125
Abim,Northern,1999-12-01,20.085767663043477
Adjumani,Northern,1999-12-01,25.85603438273515
Agago,Northern,1999-12-01,24.8601571142146
Alebtong,Northern,1999-12-01,32.68496890943877
Amolatar,Northern,1999-12-01,30.703277587890625
Amudat,Northern,1999-12-01,23.894160432635612
Amuria,Eastern,1999-12-01,31.05077063519022
Amuru,Northern,1999-12-01,30.481326426630435
Apac,Northern,1999-12-01,33.41043349443856
Arua,Northern,1999-12-01,32.75953798036318
Budaka,Eastern,1999-12-01,54.035391671316965
Bududa,Eastern,1999-12-01,55.14413174715909
Bugiri,Eastern,1999-12-01,105.49759071751645
Bugweri,Eastern,1999-12-01,93.82806865985577
Buhweju,Western,1999-12-01,107.81227805397727
Buikwe,Central,1999-12-01,132.84688313802084
Bukedea,Eastern,1999-12-01,40.61576554581926
Bukomansimbi,Central,1999-12-01,68.61287006578948
Bukwo,Eastern,1999-12-01,49.4110107421875
Bulambuli,Eastern,1999-12-01,45.59436590021307
Buliisa,Western,1999-12-01,-117.39569000699628
Bundibugyo,Western,1999-12-01,131.23392740885416
Bunyangabu,Western,1999-12-01,132.90594075520832
Bushenyi,Western,1999-12-01,118.67047991071429
Busia,Eastern,1999-12-01,119.48457845052083
Butaleja,Eastern,1999-12-01,60.05943603515625
Butambala,Central,1999-12-01,116.49446614583333
Butebo,Eastern,1999-12-01,44.265160454644096
Buvuma,Central,1999-12-01,165.31063988095238
Buyende,Eastern,1999-12-01,34.85681939894153
Dokolo,Northern,1999-12-01,36.932963053385414
Gomba,Central,1999-12-01,94.16537039620536
Gulu,Northern,1999-12-01,29.315656990840516
Hoima,Western,1999-12-01,-401.27815934065933
Ibanda,Western,1999-12-01,90.16911764705883
Iganga,Eastern,1999-12-01,97.03027925037202
