district,region,date,mean_rainfall
Katakwi,Eastern,1985-11-01,104.74841638513513
Kayunga,Central,1985-11-01,117.66990443638393
Kazo,Western,1985-11-01,96.49151611328125
Kibaale,Western,1985-11-01,124.89616765202703
Kiboga,Central,1985-11-01,125.35470281862744
Kibuku,Eastern,1985-11-01,118.4076416015625
Kikuube,Western,1985-11-01,112.93662732712765
Kiruhura,Western,1985-11-01,120.86953922193878
Kiryandongo,Western,1985-11-01,152.50106683298318
Kisoro,Western,1985-11-01,151.93575032552084
Kitagwenda,Western,1985-11-01,119.04391346807066
Kitgum,Northern,1985-11-01,79.99476737406717
Koboko,Northern,1985-11-01,83.85902913411458
Kole,Northern,1985-11-01,131.31097215221774
Kotido,Northern,1985-11-01,48.58332229872882
Kumi,Eastern,1985-11-01,137.18272879464286
Kwania,Northern,1985-11-01,124.45409159757654
Kween,Eastern,1985-11-01,140.9971368963068
Kyankwanzi,Central,1985-11-01,123.44865011867088
Kyegegwa,Western,1985-11-01,115.19034402412281
Kyenjojo,Western,1985-11-01,111.31120637175324
Kyotera,Central,1985-11-01,169.8911865234375
Lamwo,Northern,1985-11-01,87.01415739759886
Lira,Northern,1985-11-01,138.14084201388889
Luuka,Eastern,1985-11-01,104.08494873046875
Luwero,Central,1985-11-01,116.92335304054055
Lwengo,Central,1985-11-01,125.90994083180146
Lyantonde,Central,1985-11-01,139.8982522898707
Madi Okollo,Northern,1985-11-01,71.73395230876865
Manafwa,Eastern,1985-11-01,168.79523577008928
Maracha,Northern,1985-11-01,103.60538736979167
Masaka,Central,1985-11-01,147.19209397007043
Masindi,Western,1985-11-01,131.7982405995935
Mayuge,Eastern,1985-11-01,103.15818584070796
Mbale,Eastern,1985-11-01,158.5269775390625
Mbarara,Western,1985-11-01,103.013623046875
Mitooma,Western,1985-11-01,122.57077205882354
Mityana,Central,1985-11-01,109.83462006191037
Moroto,Northern,1985-11-01,24.3726911873653
Moyo,Northern,1985-11-01,-479.68267144097223
Mpigi,Central,1985-11-01,136.29139429209184
Mubende,Central,1985-11-01,122.02536867977528
Mukono,Central,1985-11-01,152.4010206653226
Nabilatuk,Northern,1985-11-01,66.70305696080942
Nakapiripirit,Northern,1985-11-01,80.99325059335443
Nakaseke,Central,1985-11-01,113.96500941685268
Nakasongola,Central,1985-11-01,101.51998980978261
Namayingo,Eastern,1985-11-01,93.4848934220679
Namisindwa,Eastern,1985-11-01,192.47148980034723
Namutumba,Eastern,1985-11-01,109.61809172453704
Napak,Northern,1985-11-01,53.765598244863014
Nebbi,Northern,1985-11-01,79.04873194839016
Ngora,Eastern,1985-11-01,149.733828125
Ntoroko,Western,1985-11-01,-133.74898097826087
Ntungamo,Western,1985-11-01,118.45788204308712
Nwoya,Northern,1985-11-01,114.34243132961784
Obongi,Northern,1985-11-01,73.52095540364583
Omoro,Northern,1985-11-01,141.15930866745282
Otuke,Northern,1985-11-01,143.52739800347223
Oyam,Northern,1985-11-01,134.4898767605634
Pader,Northern,1985-11-01,127.03396267361111
Pakwach,Northern,1985-11-01,68.2267830141129
Pallisa,Eastern,1985-11-01,139.57041713169642
Rakai,Central,1985-11-01,134.6225217423349
Rubanda,Western,1985-11-01,131.22587446732953
Rubirizi,Western,1985-11-01,130.4227519132653
Rukiga,Western,1985-11-01,121.51246995192308
Rukungiri,Western,1985-11-01,120.631328125
Rwampara,Western,1985-11-01,119.7541748046875
Serere,Eastern,1985-11-01,148.76343173668033
Sheema,Western,1985-11-01,126.9844386888587
Sironko,Eastern,1985-11-01,179.47844050480768
Soroti,Eastern,1985-11-01,141.54354014295214
Ssembabule,Central,1985-11-01,116.05630208333334
Tororo,Eastern,1985-11-01,134.9472920185811
Wakiso,Central,1985-11-01,133.69699928977272
Yumbe,Northern,1985-11-01,75.40685242491882
Zombo,Northern,1985-11-01,-250.5061624461207
Abim,Northern,1985-12-01,11.690772015115488
Adjumani,Northern,1985-12-01,16.71224038907797
Agago,Northern,1985-12-01,8.583567391454647
Alebtong,Northern,1985-12-01,25.170275629783163
Amolatar,Northern,1985-12-01,30.065211704799108
Amudat,Northern,1985-12-01,6.07460568985849
Amuria,Eastern,1985-12-01,23.121613875679348
Amuru,Northern,1985-12-01,19.046174422554348
Apac,Northern,1985-12-01,11.672841217558263
Arua,Northern,1985-12-01,27.390662940772803
Budaka,Eastern,1985-12-01,29.203194754464285
Bududa,Eastern,1985-12-01,18.899966153231535
Bugiri,Eastern,1985-12-01,52.75892719469572
Bugweri,Eastern,1985-12-01,70.62181678185097
Buhweju,Western,1985-12-01,69.37745250355114
Buikwe,Central,1985-12-01,128.76814778645834
Bukedea,Eastern,1985-12-01,30.647375158361488
Bukomansimbi,Central,1985-12-01,87.43748715049342
Bukwo,Eastern,1985-12-01,9.969340006510416
Bulambuli,Eastern,1985-12-01,28.076732288707387
Buliisa,Western,1985-12-01,-130.46350279850745
Bundibugyo,Western,1985-12-01,99.2598876953125
Bunyangabu,Western,1985-12-01,99.84002278645833
Bushenyi,Western,1985-12-01,66.194580078125
Busia,Eastern,1985-12-01,45.803120930989586
Butaleja,Eastern,1985-12-01,27.89908447265625
Butambala,Central,1985-12-01,85.4277852376302
Butebo,Eastern,1985-12-01,34.91759236653646
Buvuma,Central,1985-12-01,95.67419350552721
Buyende,Eastern,1985-12-01,57.214946131552416
Dokolo,Northern,1985-12-01,31.899580213758682
Gomba,Central,1985-12-01,69.00225830078125
Gulu,Northern,1985-12-01,19.353250437769397
Hoima,Western,1985-12-01,-416.2995793269231
Ibanda,Western,1985-12-01,50.0714542164522
Iganga,Eastern,1985-12-01,81.47664388020833
Isingiro,Western,1985-12-01,83.52616613051471
Jinja,Eastern,1985-12-01,115.36620076497395
Kaabong,Northern,1985-12-01,5.701871186300041
Kabale,Western,1985-12-01,75.38174599095395
Kabarole,Western,1985-12-01,80.77615143531976
Kaberamaido,Eastern,1985-12-01,38.55004040948276
Kagadi,Western,1985-12-01,47.71732421875
Kakumiro,Western,1985-12-01,47.47144839638158
Kalaki,Eastern,1985-12-01,37.13849385579427
Kalangala,Central,1985-12-01,140.13797800164474
Kaliro,Eastern,1985-12-01,64.75742750901442
Kalungu,Central,1985-12-01,84.8360126201923
Kampala,Central,1985-12-01,98.52296665736607
Kamuli,Eastern,1985-12-01,81.5904931640625
Kamwenge,Western,1985-12-01,54.88047960069444
Kanungu,Western,1985-12-01,82.36446533203124
Kapchorwa,Eastern,1985-12-01,24.63419451032366
Kapelebyong,Eastern,1985-12-01,19.59322509765625
Karenga,Northern,1985-12-01,6.021450843340085
Kasese,Western,1985-12-01,73.19454012784091
Kassanda,Central,1985-12-01,42.23245442708333
Katakwi,Eastern,1985-12-01,22.221702781883447
Kayunga,Central,1985-12-01,82.29150390625
Kazo,Western,1985-12-01,40.743377685546875
Kibaale,Western,1985-12-01,50.480000263935814
Kiboga,Central,1985-12-01,36.0236385569853
Kibuku,Eastern,1985-12-01,33.86749267578125
Kikuube,Western,1985-12-01,34.87841796875
Kiruhura,Western,1985-12-01,56.4963229432398
Kiryandongo,Western,1985-12-01,16.46368972393645
Kisoro,Western,1985-12-01,79.6238301595052
Kitagwenda,Western,1985-12-01,55.35648777173913
Kitgum,Northern,1985-12-01,7.225604612435868
Koboko,Northern,1985-12-01,32.527018229166664
Kole,Northern,1985-12-01,22.466473979334676
Kotido,Northern,1985-12-01,7.915540792174259
Kumi,Eastern,1985-12-01,30.648737444196428
Kwania,Northern,1985-12-01,17.995250468351404
Kween,Eastern,1985-12-01,12.576776677911932
Kyankwanzi,Central,1985-12-01,39.53175064280063
Kyegegwa,Western,1985-12-01,43.8625274122807
Kyenjojo,Western,1985-12-01,55.910828429383116
Kyotera,Central,1985-12-01,143.085400390625
Lamwo,Northern,1985-12-01,12.708802304025424
Lira,Northern,1985-12-01,25.128824869791668
Luuka,Eastern,1985-12-01,87.4580078125
Luwero,Central,1985-12-01,69.02551599451013
Lwengo,Central,1985-12-01,96.25668514476104
Lyantonde,Central,1985-12-01,68.28347252155173
Madi Okollo,Northern,1985-12-01,18.333514313199625
Manafwa,Eastern,1985-12-01,22.215318952287948
Maracha,Northern,1985-12-01,24.861027018229166
Masaka,Central,1985-12-01,122.77544564260563
Masindi,Western,1985-12-01,21.008257113821138
Mayuge,Eastern,1985-12-01,76.19924467643806
Mbale,Eastern,1985-12-01,28.209983825683594
Mbarara,Western,1985-12-01,58.8795166015625
Mitooma,Western,1985-12-01,78.4811652688419
Mityana,Central,1985-12-01,74.03284382370283
Moroto,Northern,1985-12-01,9.802730165678879
Moyo,Northern,1985-12-01,-538.6676974826389
Mpigi,Central,1985-12-01,80.8570780851403
Mubende,Central,1985-12-01,38.01474170470506
Mukono,Central,1985-12-01,104.50613239247312
Nabilatuk,Northern,1985-12-01,13.626791031634221
Nakapiripirit,Northern,1985-12-01,11.808806214151502
Nakaseke,Central,1985-12-01,42.114004952566965
Nakasongola,Central,1985-12-01,38.47145889945652
Namayingo,Eastern,1985-12-01,51.9643253279321
Namisindwa,Eastern,1985-12-01,19.478902180989582
Namutumba,Eastern,1985-12-01,45.6548755787037
Napak,Northern,1985-12-01,15.213912336793664
Nebbi,Northern,1985-12-01,19.69570830374053
Ngora,Eastern,1985-12-01,33.458681640625
Ntoroko,Western,1985-12-01,-165.36381199048913
Ntungamo,Western,1985-12-01,63.24926017992424
Nwoya,Northern,1985-12-01,21.245261805832005
Obongi,Northern,1985-12-01,19.597809968171298
Omoro,Northern,1985-12-01,20.47794673127948
Otuke,Northern,1985-12-01,16.643342194733798
Oyam,Northern,1985-12-01,15.276566626320422
Pader,Northern,1985-12-01,11.705643265335649
Pakwach,Northern,1985-12-01,14.856981831212197
Pallisa,Eastern,1985-12-01,51.136827741350444
Rakai,Central,1985-12-01,109.87139777417453
Rubanda,Western,1985-12-01,66.74178244850852
Rubirizi,Western,1985-12-01,65.82416892538265
Rukiga,Western,1985-12-01,70.3725116436298
Rukungiri,Western,1985-12-01,79.4636474609375
Rwampara,Western,1985-12-01,65.4663818359375
Serere,Eastern,1985-12-01,49.122526575307376
Sheema,Western,1985-12-01,71.5010402513587
Sironko,Eastern,1985-12-01,24.198819673978367
Soroti,Eastern,1985-12-01,27.566310152094413
Ssembabule,Central,1985-12-01,67.18032552083334
Tororo,Eastern,1985-12-01,29.736859295819258
Wakiso,Central,1985-12-01,89.1222256747159
Yumbe,Northern,1985-12-01,24.669733220880683
Zombo,Northern,1985-12-01,-315.94948814655174
Abim,Northern,1986-01-01,5.490579356317935
Adjumani,Northern,1986-01-01,3.425472146213645
Agago,Northern,1986-01-01,5.198930318376659
Alebtong,Northern,1986-01-01,7.454504519092794
Amolatar,Northern,1986-01-01,20.484204973493302
Amudat,Northern,1986-01-01,6.056378058667453
Amuria,Eastern,1986-01-01,10.340286918308424
Amuru,Northern,1986-01-01,3.756330407184103
Apac,Northern,1986-01-01,13.557921328787076
Arua,Northern,1986-01-01,6.57062427417652
Budaka,Eastern,1986-01-01,18.382230486188615
Bududa,Eastern,1986-01-01,16.30930120294744
Bugiri,Eastern,1986-01-01,37.85635857833059
Bugweri,Eastern,1986-01-01,38.82013878455529
Buhweju,Western,1986-01-01,42.79304365678267
Buikwe,Central,1986-01-01,26.936416625976562
Bukedea,Eastern,1986-01-01,12.5930456213049
Bukomansimbi,Central,1986-01-01,28.300948293585527
Bukwo,Eastern,1986-01-01,13.550481887090774
Bulambuli,Eastern,1986-01-01,14.490639426491477
Buliisa,Western,1986-01-01,-139.0808797807836
Bundibugyo,Western,1986-01-01,39.24677327473958
Bunyangabu,Western,1986-01-01,35.257373046875
Bushenyi,Western,1986-01-01,44.982814243861604
Busia,Eastern,1986-01-01,28.913040161132812
Butaleja,Eastern,1986-01-01,26.34560546875
Butambala,Central,1986-01-01,32.63079833984375
Butebo,Eastern,1986-01-01,13.780568440755209
Buvuma,Central,1986-01-01,33.133715986394556
Buyende,Eastern,1986-01-01,31.035140498991936
Dokolo,Northern,1986-01-01,14.880750868055555
Gomba,Central,1986-01-01,26.080636160714285
Gulu,Northern,1986-01-01,5.820640300882274
Hoima,Western,1986-01-01,-422.45200892857144
Ibanda,Western,1986-01-01,31.89585248161765
Iganga,Eastern,1986-01-01,36.945899600074405
Isingiro,Western,1986-01-01,43.60391486672794
Jinja,Eastern,1986-01-01,32.97609202067057
Kaabong,Northern,1986-01-01,4.824060776654412
Kabale,Western,1986-01-01,56.6968994140625
Kabarole,Western,1986-01-01,27.29563726380814
Kaberamaido,Eastern,1986-01-01,23.553125841864222
Kagadi,Western,1986-01-01,24.607275390625
Kakumiro,Western,1986-01-01,22.008101613898027
Kalaki,Eastern,1986-01-01,16.10961151123047
Kalangala,Central,1986-01-01,47.13819644325658
Kaliro,Eastern,1986-01-01,34.594522329477165
Kalungu,Central,1986-01-01,28.896503155048077
Kampala,Central,1986-01-01,23.436641148158483
Kamuli,Eastern,1986-01-01,32.86905029296875
Kamwenge,Western,1986-01-01,24.25469292534722
Kanungu,Western,1986-01-01,41.22035522460938
Kapchorwa,Eastern,1986-01-01,15.384761265345983
Kapelebyong,Eastern,1986-01-01,7.6014350891113285
Karenga,Northern,1986-01-01,5.986613709249614
Kasese,Western,1986-01-01,29.752858664772727
Kassanda,Central,1986-01-01,25.388151041666667
Katakwi,Eastern,1986-01-01,9.082488188872466
Kayunga,Central,1986-01-01,27.057024274553573
Kazo,Western,1986-01-01,29.1433588663737
Kibaale,Western,1986-01-01,23.65504909206081
Kiboga,Central,1986-01-01,26.567062078737745
Kibuku,Eastern,1986-01-01,21.264127604166667
Kikuube,Western,1986-01-01,21.891835314162233
Kiruhura,Western,1986-01-01,30.461002272002553
Kiryandongo,Western,1986-01-01,13.555185013458509
Kisoro,Western,1986-01-01,69.50899251302083
Kitagwenda,Western,1986-01-01,28.273100479789402
Kitgum,Northern,1986-01-01,5.354030779938199
Koboko,Northern,1986-01-01,6.880961100260417
Kole,Northern,1986-01-01,11.203005883001513
Kotido,Northern,1986-01-01,5.234958454713983
Kumi,Eastern,1986-01-01,14.140445382254464
Kwania,Northern,1986-01-01,14.580622458944516
Kween,Eastern,1986-01-01,11.188346169211648
Kyankwanzi,Central,1986-01-01,23.5503300534019
Kyegegwa,Western,1986-01-01,24.35952062774123
Kyenjojo,Western,1986-01-01,23.830244584517047
Kyotera,Central,1986-01-01,60.73846435546875
Lamwo,Northern,1986-01-01,5.096203130517302
Lira,Northern,1986-01-01,10.788516574435764
Luuka,Eastern,1986-01-01,36.30027465820312
Luwero,Central,1986-01-01,28.586254222972972
Lwengo,Central,1986-01-01,34.88829130284927
Lyantonde,Central,1986-01-01,26.140648151266163
Madi Okollo,Northern,1986-01-01,3.7566646746735075
Manafwa,Eastern,1986-01-01,18.522497994559153
Maracha,Northern,1986-01-01,10.16334940592448
Masaka,Central,1986-01-01,43.78481238996479
Masindi,Western,1986-01-01,18.34521682863313
Mayuge,Eastern,1986-01-01,37.671900926438056
Mbale,Eastern,1986-01-01,18.105241775512695
Mbarara,Western,1986-01-01,33.701202392578125
Mitooma,Western,1986-01-01,46.277365291819855
Mityana,Central,1986-01-01,27.65053803066038
Moroto,Northern,1986-01-01,4.375894743820717
Moyo,Northern,1986-01-01,-552.0246310763889
Mpigi,Central,1986-01-01,29.368151606345663
Mubende,Central,1986-01-01,21.6080870896243
Mukono,Central,1986-01-01,27.249440839213708
Nabilatuk,Northern,1986-01-01,6.874095478995901
Nakapiripirit,Northern,1986-01-01,8.058205906348892
Nakaseke,Central,1986-01-01,23.040721348353795
Nakasongola,Central,1986-01-01,22.138763162364132
Namayingo,Eastern,1986-01-01,29.04423466435185
Namisindwa,Eastern,1986-01-01,16.17642381456163
Namutumba,Eastern,1986-01-01,32.173118308738424
Napak,Northern,1986-01-01,7.439618672410103
Nebbi,Northern,1986-01-01,7.554776278409091
Ngora,Eastern,1986-01-01,19.13060791015625
Ntoroko,Western,1986-01-01,-200.62175186820653
Ntungamo,Western,1986-01-01,49.08905214251894
Nwoya,Northern,1986-01-01,6.24945068359375
Obongi,Northern,1986-01-01,2.7417466905381946
Omoro,Northern,1986-01-01,7.159862590285967
Otuke,Northern,1986-01-01,5.747664840133102
Oyam,Northern,1986-01-01,11.160070284991198
Pader,Northern,1986-01-01,5.4992930094401045
Pakwach,Northern,1986-01-01,4.833025532384073
Pallisa,Eastern,1986-01-01,25.373136247907365
Rakai,Central,1986-01-01,39.833694170106135
Rubanda,Western,1986-01-01,56.04964377663352
Rubirizi,Western,1986-01-01,30.128208705357142
Rukiga,Western,1986-01-01,53.64493502103365
Rukungiri,Western,1986-01-01,39.4578076171875
Rwampara,Western,1986-01-01,48.943475341796876
Serere,Eastern,1986-01-01,22.585305135758198
Sheema,Western,1986-01-01,48.154721467391305
Sironko,Eastern,1986-01-01,16.79941148024339
Soroti,Eastern,1986-01-01,14.86845105759641
Ssembabule,Central,1986-01-01,26.833212890625
Tororo,Eastern,1986-01-01,27.61208694045608
Wakiso,Central,1986-01-01,28.333945534446023
Yumbe,Northern,1986-01-01,3.843373880757914
Zombo,Northern,1986-01-01,-330.77273033405174
Abim,Northern,1986-02-01,29.64810844089674
Adjumani,Northern,1986-02-01,22.503108562809405
Agago,Northern,1986-02-01,20.612386787887168
Alebtong,Northern,1986-02-01,36.12769052933673
Amolatar,Northern,1986-02-01,27.222405569893972
Amudat,Northern,1986-02-01,10.542206386350236
Amuria,Eastern,1986-02-01,43.54640264096467
Amuru,Northern,1986-02-01,24.74839504076087
Apac,Northern,1986-02-01,32.34290792174259
Arua,Northern,1986-02-01,28.742543813344593
Budaka,Eastern,1986-02-01,39.705174037388396
Bududa,Eastern,1986-02-01,34.75482732599432
Bugiri,Eastern,1986-02-01,41.363679584703945
Bugweri,Eastern,1986-02-01,37.31260329026442
Buhweju,Western,1986-02-01,48.79529918323863
Buikwe,Central,1986-02-01,41.10546366373698
Bukedea,Eastern,1986-02-01,38.817946975295605
Bukomansimbi,Central,1986-02-01,59.54379754317434
Bukwo,Eastern,1986-02-01,22.631703694661457
Bulambuli,Eastern,1986-02-01,28.321910511363637
Buliisa,Western,1986-02-01,-107.58529617537313
Bundibugyo,Western,1986-02-01,70.835986328125
Bunyangabu,Western,1986-02-01,49.663818359375
Bushenyi,Western,1986-02-01,54.808497837611604
Busia,Eastern,1986-02-01,57.44544474283854
Butaleja,Eastern,1986-02-01,35.45015258789063
Butambala,Central,1986-02-01,53.2354990641276
Butebo,Eastern,1986-02-01,42.257415771484375
Buvuma,Central,1986-02-01,66.09424160289116
Buyende,Eastern,1986-02-01,28.77008253528226
Dokolo,Northern,1986-02-01,40.95966254340278
Gomba,Central,1986-02-01,63.52825927734375
Gulu,Northern,1986-02-01,26.780967975484913
Hoima,Western,1986-02-01,-387.09842891483515
Ibanda,Western,1986-02-01,35.33827119715073
Iganga,Eastern,1986-02-01,31.444080171130953
Isingiro,Western,1986-02-01,50.72411534926471
Jinja,Eastern,1986-02-01,36.10409037272135
Kaabong,Northern,1986-02-01,11.499925800398284
Kabale,Western,1986-02-01,90.44008275082237
Kabarole,Western,1986-02-01,61.86433730014535
Kaberamaido,Eastern,1986-02-01,39.9962368669181
Kagadi,Western,1986-02-01,69.0510546875
Kakumiro,Western,1986-02-01,88.88390899122807
Kalaki,Eastern,1986-02-01,38.82288106282552
Kalangala,Central,1986-02-01,113.46149002878289
Kaliro,Eastern,1986-02-01,38.991903451772835
Kalungu,Central,1986-02-01,61.26445124699519
Kampala,Central,1986-02-01,40.62473842075893
Kamuli,Eastern,1986-02-01,36.847333984375
Kamwenge,Western,1986-02-01,48.658610026041664
Kanungu,Western,1986-02-01,87.21109008789062
Kapchorwa,Eastern,1986-02-01,29.093167986188615
Kapelebyong,Eastern,1986-02-01,38.623931884765625
Karenga,Northern,1986-02-01,14.56552463107639
Kasese,Western,1986-02-01,39.759312855113635
Kassanda,Central,1986-02-01,61.66616617838542
Katakwi,Eastern,1986-02-01,31.570160736908782
Kayunga,Central,1986-02-01,39.482142857142854
Kazo,Western,1986-02-01,46.450948079427086
Kibaale,Western,1986-02-01,98.37168100717905
Kiboga,Central,1986-02-01,60.75024892769608
Kibuku,Eastern,1986-02-01,39.79320475260417
Kikuube,Western,1986-02-01,64.25686190990692
Kiruhura,Western,1986-02-01,49.415851203762756
Kiryandongo,Western,1986-02-01,41.198201155462186
Kisoro,Western,1986-02-01,131.2821044921875
Kitagwenda,Western,1986-02-01,38.15193242612092
Kitgum,Northern,1986-02-01,15.180903648262593
Koboko,Northern,1986-02-01,20.603838602701824
Kole,Northern,1986-02-01,29.659104870211692
Kotido,Northern,1986-02-01,13.228152517545022
Kumi,Eastern,1986-02-01,41.86429966517857
Kwania,Northern,1986-02-01,31.485341597576532
Kween,Eastern,1986-02-01,21.040904651988637
Kyankwanzi,Central,1986-02-01,65.49621118473101
Kyegegwa,Western,1986-02-01,69.04633960389255
Kyenjojo,Western,1986-02-01,65.69286475243507
Kyotera,Central,1986-02-01,122.830859375
Lamwo,Northern,1986-02-01,18.50460556806144
Lira,Northern,1986-02-01,33.360294596354166
Luuka,Eastern,1986-02-01,32.623828125
Luwero,Central,1986-02-01,49.10964553420608
Lwengo,Central,1986-02-01,67.150634765625
Lyantonde,Central,1986-02-01,50.74947383485991
Madi Okollo,Northern,1986-02-01,25.42268394356343
Manafwa,Eastern,1986-02-01,43.66759817940848
Maracha,Northern,1986-02-01,26.100677490234375
Masaka,Central,1986-02-01,96.85370818661971
Masindi,Western,1986-02-01,49.43282361534553
Mayuge,Eastern,1986-02-01,54.809712907909294
Mbale,Eastern,1986-02-01,34.996910095214844
Mbarara,Western,1986-02-01,37.577371215820314
Mitooma,Western,1986-02-01,57.85473991842831
Mityana,Central,1986-02-01,51.70739976415094
Moroto,Northern,1986-02-01,12.609105603448276
Moyo,Northern,1986-02-01,-533.4147135416666
Mpigi,Central,1986-02-01,50.6594387755102
Mubende,Central,1986-02-01,70.20082075140449
Mukono,Central,1986-02-01,45.628685735887096
Nabilatuk,Northern,1986-02-01,19.339347464139344
Nakapiripirit,Northern,1986-02-01,18.550873961629748
Nakaseke,Central,1986-02-01,51.846466064453125
Nakasongola,Central,1986-02-01,35.74673913043478
Namayingo,Eastern,1986-02-01,63.934317129629626
Namisindwa,Eastern,1986-02-01,41.52930365668403
Namutumba,Eastern,1986-02-01,42.995890299479164
Napak,Northern,1986-02-01,23.07801129066781
Nebbi,Northern,1986-02-01,30.376768169981062
Ngora,Eastern,1986-02-01,47.385302734375
Ntoroko,Western,1986-02-01,-165.21901537024456
Ntungamo,Western,1986-02-01,53.565078272964016
Nwoya,Northern,1986-02-01,31.937518660429937
Obongi,Northern,1986-02-01,22.97849754050926
Omoro,Northern,1986-02-01,32.85419046653892
Otuke,Northern,1986-02-01,33.226356788917826
Oyam,Northern,1986-02-01,36.83115784551056
Pader,Northern,1986-02-01,24.89941180193866
Pakwach,Northern,1986-02-01,21.330542779737904
Pallisa,Eastern,1986-02-01,48.30900355747768
Rakai,Central,1986-02-01,71.63234264445755
Rubanda,Western,1986-02-01,103.30124733664773
Rubirizi,Western,1986-02-01,44.807054169323976
Rukiga,Western,1986-02-01,83.77223557692308
Rukungiri,Western,1986-02-01,65.664189453125
Rwampara,Western,1986-02-01,45.57808227539063
Serere,Eastern,1986-02-01,42.140721055327866
Sheema,Western,1986-02-01,51.527163298233695
Sironko,Eastern,1986-02-01,33.3477783203125
Soroti,Eastern,1986-02-01,50.676144863696805
Ssembabule,Central,1986-02-01,58.241946614583334
Tororo,Eastern,1986-02-01,44.871872360641895
Wakiso,Central,1986-02-01,43.04213367808949
Yumbe,Northern,1986-02-01,22.28889445515422
Zombo,Northern,1986-02-01,-297.7387863685345
Abim,Northern,1986-03-01,52.84919539741848
Adjumani,Northern,1986-03-01,68.35046024133663
Agago,Northern,1986-03-01,59.38879718611726
Alebtong,Northern,1986-03-01,66.71711077008929
Amolatar,Northern,1986-03-01,57.726466587611604
Amudat,Northern,1986-03-01,65.94945828419812
Amuria,Eastern,1986-03-01,101.5354534646739
Amuru,Northern,1986-03-01,67.58438349184783
Apac,Northern,1986-03-01,80.22749768273304
Arua,Northern,1986-03-01,106.39443887246621
Budaka,Eastern,1986-03-01,113.28358677455357
Bududa,Eastern,1986-03-01,121.13957075639205
Bugiri,Eastern,1986-03-01,142.57987253289474
Bugweri,Eastern,1986-03-01,128.17299241286057
Buhweju,Western,1986-03-01,88.84277898615056
Buikwe,Central,1986-03-01,113.31447347005208
Bukedea,Eastern,1986-03-01,100.97826488597973
Bukomansimbi,Central,1986-03-01,98.58436986019737
Bukwo,Eastern,1986-03-01,92.57689267113095
Bulambuli,Eastern,1986-03-01,96.48124556107955
Buliisa,Western,1986-03-01,-53.04441537430037
Bundibugyo,Western,1986-03-01,115.18955891927084
Bunyangabu,Western,1986-03-01,118.19678548177083
Bushenyi,Western,1986-03-01,86.67933000837054
Busia,Eastern,1986-03-01,159.2497355143229
Butaleja,Eastern,1986-03-01,110.51412353515624
Butambala,Central,1986-03-01,103.4882303873698
Butebo,Eastern,1986-03-01,109.85708279079861
Buvuma,Central,1986-03-01,126.56667198129252
Buyende,Eastern,1986-03-01,91.49715694304436
Dokolo,Northern,1986-03-01,74.98484971788194
Gomba,Central,1986-03-01,90.79804338727679
Gulu,Northern,1986-03-01,66.47056842672414
Hoima,Western,1986-03-01,-347.5670930631868
Ibanda,Western,1986-03-01,89.13437787224265
Iganga,Eastern,1986-03-01,114.21793619791667
Isingiro,Western,1986-03-01,75.35939797794117
Jinja,Eastern,1986-03-01,111.5063985188802
Kaabong,Northern,1986-03-01,42.66889105902778
Kabale,Western,1986-03-01,116.15956517269737
Kabarole,Western,1986-03-01,118.23903070494185
Kaberamaido,Eastern,1986-03-01,78.82190362338362
Kagadi,Western,1986-03-01,114.69412109375
Kakumiro,Western,1986-03-01,113.42043585526316
Kalaki,Eastern,1986-03-01,100.86729939778645
Kalangala,Central,1986-03-01,157.06625205592104
Kaliro,Eastern,1986-03-01,108.77155010516827
Kalungu,Central,1986-03-01,112.8012225811298
Kampala,Central,1986-03-01,117.66072300502232
Kamuli,Eastern,1986-03-01,90.93189453125
Kamwenge,Western,1986-03-01,99.20777271412037
Kanungu,Western,1986-03-01,85.66885986328126
Kapchorwa,Eastern,1986-03-01,92.21575055803571
Kapelebyong,Eastern,1986-03-01,78.30894775390625
Karenga,Northern,1986-03-01,36.01514877507716
Kasese,Western,1986-03-01,95.42097833806818
Kassanda,Central,1986-03-01,93.10782877604167
Katakwi,Eastern,1986-03-01,81.05076805320945
Kayunga,Central,1986-03-01,78.81546456473214
Kazo,Western,1986-03-01,78.78513081868489
Kibaale,Western,1986-03-01,143.1601958403716
Kiboga,Central,1986-03-01,94.41666666666667
Kibuku,Eastern,1986-03-01,116.13816731770834
Kikuube,Western,1986-03-01,102.98756441156915
Kiruhura,Western,1986-03-01,67.5678411989796
Kiryandongo,Western,1986-03-01,103.52281381302521
Kisoro,Western,1986-03-01,138.2451375325521
Kitagwenda,Western,1986-03-01,100.43562117866848
Kitgum,Northern,1986-03-01,41.659128673041046
Koboko,Northern,1986-03-01,88.23779296875
Kole,Northern,1986-03-01,75.52737525201613
Kotido,Northern,1986-03-01,32.70547537076271
Kumi,Eastern,1986-03-01,103.68568638392857
Kwania,Northern,1986-03-01,72.89798907844387
Kween,Eastern,1986-03-01,88.2052001953125
Kyankwanzi,Central,1986-03-01,100.63119313686708
Kyegegwa,Western,1986-03-01,122.55311986019737
Kyenjojo,Western,1986-03-01,122.18493810876623
Kyotera,Central,1986-03-01,116.8136962890625
Lamwo,Northern,1986-03-01,45.1797426730226
Lira,Northern,1986-03-01,74.65247938368056
Luuka,Eastern,1986-03-01,106.087890625
Luwero,Central,1986-03-01,96.57487858952703
Lwengo,Central,1986-03-01,90.56300264246323
