District,Region,Date,Precipitation_mm
Alebtong,Northern,1985-01-31,4.734195e-05
Alebtong,Northern,1985-02-28,8.250666e-05
Alebtong,Northern,1985-03-31,0.00023290403
Alebtong,Northern,1985-04-30,0.00029411167
Alebtong,Northern,1985-05-31,0.00027645612
Alebtong,Northern,1985-06-30,0.00023762899
Alebtong,Northern,1985-07-31,0.00026886872
Alebtong,Northern,1985-08-31,0.00026354965
Alebtong,Northern,1985-09-30,0.00016340149
Alebtong,Northern,1985-10-31,8.5266365e-05
Alebtong,Northern,1985-11-30,0.00016277515
Alebtong,Northern,1985-12-31,4.6925037e-05
Alebtong,Northern,1986-01-31,1.4411827e-05
Alebtong,Northern,1986-02-28,0.00010695681
Alebtong,Northern,1986-03-31,0.00019482804
Alebtong,Northern,1986-04-30,0.00033865753
Alebtong,Northern,1986-05-31,0.00030749012
Alebtong,Northern,1986-06-30,0.00028636836
Alebtong,Northern,1986-07-31,0.00025054076
Alebtong,Northern,1986-08-31,0.00010651766
Alebtong,Northern,1986-09-30,0.00023236075
Alebtong,Northern,1986-10-31,0.00011434639
Alebtong,Northern,1986-11-30,0.00010539277
Alebtong,Northern,1986-12-31,7.304613e-05
Alebtong,Northern,1987-01-31,2.5627915e-05
Alebtong,Northern,1987-02-28,0.000110487505
Alebtong,Northern,1987-03-31,0.0001870357
Alebtong,Northern,1987-04-30,0.00022963468
Alebtong,Northern,1987-05-31,0.00037320855
Alebtong,Northern,1987-06-30,0.00021102345
Alebtong,Northern,1987-07-31,8.8890396e-05
Alebtong,Northern,1987-08-31,0.00023844262
Alebtong,Northern,1987-09-30,0.0001341025
Alebtong,Northern,1987-10-31,6.556431e-05
Alebtong,Northern,1987-11-30,0.00023442705
Alebtong,Northern,1987-12-31,3.8633425e-05
Alebtong,Northern,1988-01-31,6.1913204e-05
Alebtong,Northern,1988-02-29,3.5519573e-05
Alebtong,Northern,1988-03-31,0.000190329
Alebtong,Northern,1988-04-30,0.00032419778
Alebtong,Northern,1988-05-31,0.00020954013
Alebtong,Northern,1988-06-30,0.0001476581
Alebtong,Northern,1988-07-31,0.00023970102
Alebtong,Northern,1988-08-31,0.00024571535
Alebtong,Northern,1988-09-30,0.0002863341
Alebtong,Northern,1988-10-31,0.00017658102
Alebtong,Northern,1988-11-30,0.00010005964
Alebtong,Northern,1988-12-31,2.6765689e-05
Alebtong,Northern,1989-01-31,1.289992e-05
Alebtong,Northern,1989-02-28,9.396388e-05
Alebtong,Northern,1989-03-31,0.00023203158
Alebtong,Northern,1989-04-30,0.00016355283
Alebtong,Northern,1989-05-31,0.00023918704
Alebtong,Northern,1989-06-30,0.00012820082
Alebtong,Northern,1989-07-31,0.00021187897
Alebtong,Northern,1989-08-31,0.00019651924
Alebtong,Northern,1989-09-30,0.0002345009
Alebtong,Northern,1989-10-31,0.00012085547
Alebtong,Northern,1989-11-30,9.049342e-05
Alebtong,Northern,1989-12-31,0.00011469921
Alebtong,Northern,1990-01-31,4.3866778e-05
Alebtong,Northern,1990-02-28,0.00021278734
Alebtong,Northern,1990-03-31,0.0001843695
Alebtong,Northern,1990-04-30,0.00023232831
Alebtong,Northern,1990-05-31,0.00022329694
Alebtong,Northern,1990-06-30,0.0001191977
Alebtong,Northern,1990-07-31,0.0002042579
Alebtong,Northern,1990-08-31,0.00026336455
Alebtong,Northern,1990-09-30,0.00015756802
Alebtong,Northern,1990-10-31,0.00024249348
Alebtong,Northern,1990-11-30,8.699331e-05
Alebtong,Northern,1990-12-31,0.00011329594
Alebtong,Northern,1991-01-31,0.000112131085
Alebtong,Northern,1991-02-28,6.387596e-05
Alebtong,Northern,1991-03-31,0.00012288139
Alebtong,Northern,1991-04-30,0.0002721707
Alebtong,Northern,1991-05-31,0.00029236914
Alebtong,Northern,1991-06-30,0.00023101468
Alebtong,Northern,1991-07-31,0.0003133839
Alebtong,Northern,1991-08-31,0.00034175767
Alebtong,Northern,1991-09-30,0.00011452238
Alebtong,Northern,1991-10-31,0.00027203112
Alebtong,Northern,1991-11-30,5.0883493e-05
Alebtong,Northern,1991-12-31,3.0049552e-05
Alebtong,Northern,1992-01-31,2.2975028e-06
Alebtong,Northern,1992-02-29,3.510628e-05
Alebtong,Northern,1992-03-31,5.9736834e-05
Alebtong,Northern,1992-04-30,0.00021292071
Alebtong,Northern,1992-05-31,0.0002562314
Alebtong,Northern,1992-06-30,0.0002510849
Alebtong,Northern,1992-07-31,0.00028867522
Alebtong,Northern,1992-08-31,0.0001747118
Alebtong,Northern,1992-09-30,0.00018689003
Alebtong,Northern,1992-10-31,0.00026137807
Alebtong,Northern,1992-11-30,0.00012975898
Alebtong,Northern,1992-12-31,7.158294e-05
Alebtong,Northern,1993-01-31,3.784158e-05
Alebtong,Northern,1993-02-28,5.3170894e-05
Alebtong,Northern,1993-03-31,7.992358e-05
Alebtong,Northern,1993-04-30,0.00019848645
Alebtong,Northern,1993-05-31,0.0002822658
Alebtong,Northern,1993-06-30,0.00020794604
Alebtong,Northern,1993-07-31,0.00012742223
Alebtong,Northern,1993-08-31,0.00017587375
Alebtong,Northern,1993-09-30,0.00015343311
Alebtong,Northern,1993-10-31,7.0120856e-05
Alebtong,Northern,1993-11-30,0.00013002356
Alebtong,Northern,1993-12-31,2.2841381e-05
Alebtong,Northern,1994-01-31,8.383425e-06
Alebtong,Northern,1994-02-28,3.9086455e-05
Alebtong,Northern,1994-03-31,0.00018218144
Alebtong,Northern,1994-04-30,0.000227977
Alebtong,Northern,1994-05-31,0.00026231844
Alebtong,Northern,1994-06-30,0.00020054147
Alebtong,Northern,1994-07-31,0.00025486897
Alebtong,Northern,1994-08-31,0.0002333102
Alebtong,Northern,1994-09-30,8.357101e-05
Alebtong,Northern,1994-10-31,0.00022818742
Alebtong,Northern,1994-11-30,0.00019441279
Alebtong,Northern,1994-12-31,1.6623288e-05
Alebtong,Northern,1995-01-31,3.3341748e-06
Alebtong,Northern,1995-02-28,6.908657e-05
Alebtong,Northern,1995-03-31,0.00013272256
Alebtong,Northern,1995-04-30,0.0003918015
Alebtong,Northern,1995-05-31,0.00020320906
Alebtong,Northern,1995-06-30,0.00018421626
Alebtong,Northern,1995-07-31,0.00027099156
Alebtong,Northern,1995-08-31,0.00013480232
Alebtong,Northern,1995-09-30,0.00013551812
Alebtong,Northern,1995-10-31,0.0002161439
Alebtong,Northern,1995-11-30,0.00016449724
Alebtong,Northern,1995-12-31,6.2535524e-05
Alebtong,Northern,1996-01-31,3.8723952e-05
Alebtong,Northern,1996-02-29,8.221946e-05
Alebtong,Northern,1996-03-31,0.00018837856
Alebtong,Northern,1996-04-30,0.00019795499
Alebtong,Northern,1996-05-31,0.00027436018
Alebtong,Northern,1996-06-30,0.00018454756
Alebtong,Northern,1996-07-31,0.0001951009
Alebtong,Northern,1996-08-31,0.00025895206
Alebtong,Northern,1996-09-30,0.00025720397
Alebtong,Northern,1996-10-31,8.014998e-05
Alebtong,Northern,1996-11-30,9.798607e-05
Alebtong,Northern,1996-12-31,9.853994e-06
Alebtong,Northern,1997-01-31,2.6073185e-05
Alebtong,Northern,1997-02-28,3.3705007e-07
Alebtong,Northern,1997-03-31,0.000112081725
Alebtong,Northern,1997-04-30,0.00036978687
Alebtong,Northern,1997-05-31,0.00016413293
Alebtong,Northern,1997-06-30,0.00016105224
Alebtong,Northern,1997-07-31,0.00023801561
Alebtong,Northern,1997-08-31,0.0001050471
Alebtong,Northern,1997-09-30,2.6855203e-05
Alebtong,Northern,1997-10-31,0.00031923896
Alebtong,Northern,1997-11-30,0.00027867308
Alebtong,Northern,1997-12-31,0.00022551545
Alebtong,Northern,1998-01-31,0.00010909877
Alebtong,Northern,1998-02-28,6.494387e-05
Alebtong,Northern,1998-03-31,1.801278e-05
Alebtong,Northern,1998-04-30,0.000201971
Alebtong,Northern,1998-05-31,0.00020461634
Alebtong,Northern,1998-06-30,0.00014686154
Alebtong,Northern,1998-07-31,0.00015542681
Alebtong,Northern,1998-08-31,0.00023137337
Alebtong,Northern,1998-09-30,0.000107163854
Alebtong,Northern,1998-10-31,0.00022281786
Alebtong,Northern,1998-11-30,5.7591664e-05
Alebtong,Northern,1998-12-31,5.9332256e-06
Alebtong,Northern,1999-01-31,2.386397e-05
Alebtong,Northern,1999-02-28,4.691737e-06
Alebtong,Northern,1999-03-31,0.00019702346
Alebtong,Northern,1999-04-30,0.00027591802
Alebtong,Northern,1999-05-31,0.00021461469
Alebtong,Northern,1999-06-30,0.00016547077
Alebtong,Northern,1999-07-31,0.00018817716
Alebtong,Northern,1999-08-31,0.0002915228
Alebtong,Northern,1999-09-30,0.00018643522
Alebtong,Northern,1999-10-31,0.00022722717
Alebtong,Northern,1999-11-30,5.34104e-05
Alebtong,Northern,1999-12-31,2.4851613e-05
Alebtong,Northern,2000-01-31,1.0001403e-05
Alebtong,Northern,2000-02-29,2.1266353e-05
Alebtong,Northern,2000-03-31,5.5055305e-05
Alebtong,Northern,2000-04-30,0.00023630378
Alebtong,Northern,2000-05-31,0.00017589233
Alebtong,Northern,2000-06-30,0.00016897883
Alebtong,Northern,2000-07-31,0.00014992939
Alebtong,Northern,2000-08-31,0.00021300842
Alebtong,Northern,2000-09-30,0.00013076994
Alebtong,Northern,2000-10-31,0.00035751876
Alebtong,Northern,2000-11-30,0.000108981796
Alebtong,Northern,2000-12-31,3.6540372e-05
Alebtong,Northern,2001-01-31,4.158802e-05
Alebtong,Northern,2001-02-28,3.4789955e-05
Alebtong,Northern,2001-03-31,0.00017708604
Alebtong,Northern,2001-04-30,0.00021970108
Alebtong,Northern,2001-05-31,0.00024130523
Alebtong,Northern,2001-06-30,0.0001594709
Alebtong,Northern,2001-07-31,0.00019248824
Alebtong,Northern,2001-08-31,0.00020609972
Alebtong,Northern,2001-09-30,0.00013706203
Alebtong,Northern,2001-10-31,0.00029073126
Alebtong,Northern,2001-11-30,0.00017770297
Alebtong,Northern,2001-12-31,5.9133577e-06
Alebtong,Northern,2002-01-31,1.927377e-05
Alebtong,Northern,2002-02-28,1.1698477e-05
Alebtong,Northern,2002-03-31,0.00023662212
Alebtong,Northern,2002-04-30,0.00022255845
Alebtong,Northern,2002-05-31,0.000176523
Alebtong,Northern,2002-06-30,8.622938e-05
Alebtong,Northern,2002-07-31,6.760192e-05
Alebtong,Northern,2002-08-31,0.00012091154
Alebtong,Northern,2002-09-30,9.141879e-05
Alebtong,Northern,2002-10-31,0.0001755522
Alebtong,Northern,2002-11-30,0.00015889075
Alebtong,Northern,2002-12-31,8.7716566e-05
Alebtong,Northern,2003-01-31,6.0720147e-05
Alebtong,Northern,2003-02-28,2.7281896e-05
Alebtong,Northern,2003-03-31,0.00011859401
Alebtong,Northern,2003-04-30,0.00025264223
Alebtong,Northern,2003-05-31,0.0001613892
Alebtong,Northern,2003-06-30,0.00023710728
Alebtong,Northern,2003-07-31,0.00017498802
Alebtong,Northern,2003-08-31,0.00025349983
Alebtong,Northern,2003-09-30,9.0372894e-05
Alebtong,Northern,2003-10-31,4.4428856e-05
Alebtong,Northern,2003-11-30,0.00011972752
Alebtong,Northern,2003-12-31,4.6556353e-05
Alebtong,Northern,2004-01-31,6.47957e-05
Alebtong,Northern,2004-02-29,9.073951e-05
Alebtong,Northern,2004-03-31,5.520768e-05
Alebtong,Northern,2004-04-30,0.00027097564
Alebtong,Northern,2004-05-31,0.00014847677
Alebtong,Northern,2004-06-30,0.0001528167
Alebtong,Northern,2004-07-31,0.00014931509
Alebtong,Northern,2004-08-31,0.00019657164
Alebtong,Northern,2004-09-30,0.00019959807
Alebtong,Northern,2004-10-31,0.00016748939
Alebtong,Northern,2004-11-30,0.0002464652
Alebtong,Northern,2004-12-31,4.245437e-05
Alebtong,Northern,2005-01-31,2.8334638e-05
Alebtong,Northern,2005-02-28,8.911179e-05
Alebtong,Northern,2005-03-31,0.00017271664
Alebtong,Northern,2005-04-30,0.00013890398
Alebtong,Northern,2005-05-31,0.0002865423
Alebtong,Northern,2005-06-30,0.0001543555
Alebtong,Northern,2005-07-31,0.00022745196
Alebtong,Northern,2005-08-31,0.00020824966
Alebtong,Northern,2005-09-30,0.00018379786
Alebtong,Northern,2005-10-31,0.0001307194
Alebtong,Northern,2005-11-30,7.5565775e-05
Alebtong,Northern,2005-12-31,8.7740597e-07
Alebtong,Northern,2006-01-31,1.7472492e-05
Alebtong,Northern,2006-02-28,8.937149e-05
Alebtong,Northern,2006-03-31,0.00016150552
Alebtong,Northern,2006-04-30,0.0003291026
Alebtong,Northern,2006-05-31,0.00030167287
Alebtong,Northern,2006-06-30,0.00013900963
Alebtong,Northern,2006-07-31,0.00019126746
Alebtong,Northern,2006-08-31,0.0002034845
Alebtong,Northern,2006-09-30,0.0001839598
Alebtong,Northern,2006-10-31,0.00013989002
Alebtong,Northern,2006-11-30,0.00016696553
Alebtong,Northern,2006-12-31,5.3385884e-05
Alebtong,Northern,2007-01-31,2.9023295e-05
Alebtong,Northern,2007-02-28,8.550286e-05
Alebtong,Northern,2007-03-31,7.815675e-05
Alebtong,Northern,2007-04-30,0.00019348296
Alebtong,Northern,2007-05-31,0.00016836614
Alebtong,Northern,2007-06-30,0.00018151569
Alebtong,Northern,2007-07-31,0.00023937
Alebtong,Northern,2007-08-31,0.00030595946
Alebtong,Northern,2007-09-30,0.00027163493
Alebtong,Northern,2007-10-31,5.1604162e-05
Alebtong,Northern,2007-11-30,4.0209296e-05
Alebtong,Northern,2007-12-31,2.4852254e-05
Alebtong,Northern,2008-01-31,1.9773039e-05
Alebtong,Northern,2008-02-29,6.306377e-05
Alebtong,Northern,2008-03-31,0.00016035444
Alebtong,Northern,2008-04-30,0.000193328
Alebtong,Northern,2008-05-31,0.00018663977
Alebtong,Northern,2008-06-30,0.00013978382
Alebtong,Northern,2008-07-31,0.00023698807
Alebtong,Northern,2008-08-31,0.00021660776
Alebtong,Northern,2008-09-30,0.0001835972
Alebtong,Northern,2008-10-31,0.00030917377
Alebtong,Northern,2008-11-30,0.00013740195
Alebtong,Northern,2008-12-31,1.9169622e-06
Alebtong,Northern,2009-01-31,4.81942e-05
Alebtong,Northern,2009-02-28,4.593815e-06
Alebtong,Northern,2009-03-31,3.2365642e-05
Alebtong,Northern,2009-04-30,0.00031790734
Alebtong,Northern,2009-05-31,0.00020609028
Alebtong,Northern,2009-06-30,0.00010037024
Alebtong,Northern,2009-07-31,0.00011313154
Alebtong,Northern,2009-08-31,0.0001684344
Alebtong,Northern,2009-09-30,0.00016149647
Alebtong,Northern,2009-10-31,0.00020625033
Alebtong,Northern,2009-11-30,6.2086845e-05
Alebtong,Northern,2009-12-31,0.00024099952
Alebtong,Northern,2010-01-31,2.6380503e-05
Alebtong,Northern,2010-02-28,0.00020927722
Alebtong,Northern,2010-03-31,0.00016734644
Alebtong,Northern,2010-04-30,0.0002653506
Alebtong,Northern,2010-05-31,0.0002573437
Alebtong,Northern,2010-06-30,0.00021767814
Alebtong,Northern,2010-07-31,0.00015350054
Alebtong,Northern,2010-08-31,0.00018690799
Alebtong,Northern,2010-09-30,0.0002111175
Alebtong,Northern,2010-10-31,0.0002071412
Alebtong,Northern,2010-11-30,2.9899014e-05
Alebtong,Northern,2010-12-31,7.1913484e-05
Alebtong,Northern,2011-01-31,7.7420345e-06
Alebtong,Northern,2011-02-28,5.676633e-06
Alebtong,Northern,2011-03-31,0.00014105375
Alebtong,Northern,2011-04-30,0.00018080075
Alebtong,Northern,2011-05-31,0.00021674011
Alebtong,Northern,2011-06-30,0.00019020605
Alebtong,Northern,2011-07-31,0.00021324235
Alebtong,Northern,2011-08-31,0.0002898524
Alebtong,Northern,2011-09-30,0.00031528308
Alebtong,Northern,2011-10-31,0.00020705436
Alebtong,Northern,2011-11-30,0.00026383266
Alebtong,Northern,2011-12-31,4.1026902e-05
Alebtong,Northern,2012-01-31,5.1272813e-09
Alebtong,Northern,2012-02-29,3.0443587e-05
Alebtong,Northern,2012-03-31,3.9095517e-06
Alebtong,Northern,2012-04-30,0.0003223333
Alebtong,Northern,2012-05-31,0.0002458634
Alebtong,Northern,2012-06-30,0.00023776955
Alebtong,Northern,2012-07-31,0.00027476557
Alebtong,Northern,2012-08-31,0.00022448231
Alebtong,Northern,2012-09-30,0.00025739704
Alebtong,Northern,2012-10-31,0.00021395697
Alebtong,Northern,2012-11-30,0.00017330282
Alebtong,Northern,2012-12-31,4.6826815e-05
Alebtong,Northern,2013-01-31,4.6050995e-05
Alebtong,Northern,2013-02-28,2.803086e-05
Alebtong,Northern,2013-03-31,0.00017394494
Alebtong,Northern,2013-04-30,0.0003173179
Alebtong,Northern,2013-05-31,0.00011755959
Alebtong,Northern,2013-06-30,0.000110715955
Alebtong,Northern,2013-07-31,0.00013753868
Alebtong,Northern,2013-08-31,0.0002502597
Alebtong,Northern,2013-09-30,0.0001774917
Alebtong,Northern,2013-10-31,0.00018097188
Alebtong,Northern,2013-11-30,0.00012556513
Alebtong,Northern,2013-12-31,2.1656355e-05
Alebtong,Northern,2014-01-31,8.92179e-06
Alebtong,Northern,2014-02-28,1.5244597e-05
Alebtong,Northern,2014-03-31,0.00016492221
Alebtong,Northern,2014-04-30,9.615521e-05
Alebtong,Northern,2014-05-31,0.00026109687
Alebtong,Northern,2014-06-30,0.00017489759
Alebtong,Northern,2014-07-31,0.00019519591
Alebtong,Northern,2014-08-31,0.00029374563
Alebtong,Northern,2014-09-30,0.00013306356
Alebtong,Northern,2014-10-31,0.00022190745
Alebtong,Northern,2014-11-30,0.00015457901
Alebtong,Northern,2014-12-31,1.9075089e-05
Alebtong,Northern,2015-01-31,5.1272813e-09
Alebtong,Northern,2015-02-28,5.8146456e-06
Alebtong,Northern,2015-03-31,0.00012646247
Alebtong,Northern,2015-04-30,0.00047637126
Alebtong,Northern,2015-05-31,0.00023205946
Alebtong,Northern,2015-06-30,0.00022992327
Alebtong,Northern,2015-07-31,0.00016315009
Alebtong,Northern,2015-08-31,8.8488865e-05
Alebtong,Northern,2015-09-30,6.099575e-05
Alebtong,Northern,2015-10-31,0.0002879702
Alebtong,Northern,2015-11-30,0.00025292602
Alebtong,Northern,2015-12-31,3.6113364e-05
Alebtong,Northern,2016-01-31,1.4559556e-05
Alebtong,Northern,2016-02-29,2.8452653e-06
Alebtong,Northern,2016-03-31,2.305482e-05
Alebtong,Northern,2016-04-30,0.00024549232
Alebtong,Northern,2016-05-31,0.00028956417
Alebtong,Northern,2016-06-30,0.00015345415
Alebtong,Northern,2016-07-31,0.00014620667
Alebtong,Northern,2016-08-31,0.00015147142
Alebtong,Northern,2016-09-30,0.00010096894
Alebtong,Northern,2016-10-31,8.956238e-05
Alebtong,Northern,2016-11-30,7.0667265e-05
Alebtong,Northern,2016-12-31,1.5734345e-07
Alebtong,Northern,2017-01-31,2.0852332e-05
Alebtong,Northern,2017-02-28,4.0095478e-05
Alebtong,Northern,2017-03-31,7.541622e-05
Alebtong,Northern,2017-04-30,0.00013693339
Alebtong,Northern,2017-05-31,0.00021420403
Alebtong,Northern,2017-06-30,0.00011044939
Alebtong,Northern,2017-07-31,0.00023671088
Alebtong,Northern,2017-08-31,0.00019227368
Alebtong,Northern,2017-09-30,0.00022698409
Alebtong,Northern,2017-10-31,0.00016473538
Alebtong,Northern,2017-11-30,0.0001827475
Alebtong,Northern,2017-12-31,5.072804e-07
Alebtong,Northern,2018-01-31,1.8035212e-06
Alebtong,Northern,2018-02-28,3.5088688e-05
Alebtong,Northern,2018-03-31,0.00019710326
Alebtong,Northern,2018-04-30,0.000406709
Alebtong,Northern,2018-05-31,0.00026517594
Alebtong,Northern,2018-06-30,0.00018787086
Alebtong,Northern,2018-07-31,9.2841285e-05
Alebtong,Northern,2018-08-31,0.00022115791
Alebtong,Northern,2018-09-30,7.8770514e-05
Alebtong,Northern,2018-10-31,0.00021980815
Alebtong,Northern,2018-11-30,6.333026e-05
Alebtong,Northern,2018-12-31,6.484024e-05
Alebtong,Northern,2019-01-31,1.48643085e-05
Alebtong,Northern,2019-02-28,1.6088996e-05
Alebtong,Northern,2019-03-31,5.44716e-05
Alebtong,Northern,2019-04-30,0.00014738143
Alebtong,Northern,2019-05-31,0.00025438622
Alebtong,Northern,2019-06-30,0.00023514165
Alebtong,Northern,2019-07-31,0.00019059771
Alebtong,Northern,2019-08-31,0.00020447694
Alebtong,Northern,2019-09-30,0.00019977392
Alebtong,Northern,2019-10-31,0.00024633124
Alebtong,Northern,2019-11-30,0.00031037893
Alebtong,Northern,2019-12-31,0.00012675714
Alebtong,Northern,2020-01-31,0.000103401246
Alebtong,Northern,2020-02-29,3.7717753e-05
Alebtong,Northern,2020-03-31,0.00020390395
Alebtong,Northern,2020-04-30,0.00023721323
Alebtong,Northern,2020-05-31,0.0002518623
Alebtong,Northern,2020-06-30,0.00023282038
Alebtong,Northern,2020-07-31,0.00019272936
Alebtong,Northern,2020-08-31,0.00020767412
Alebtong,Northern,2020-09-30,0.000241671
Alebtong,Northern,2020-10-31,0.00030054201
Alebtong,Northern,2020-11-30,9.532936e-05
Alebtong,Northern,2020-12-31,1.8740533e-05
Alebtong,Northern,2021-01-31,1.3888844e-05
Alebtong,Northern,2021-02-28,1.1309626e-05
Alebtong,Northern,2021-03-31,4.3720007e-05
Alebtong,Northern,2021-04-30,0.00022255677
Alebtong,Northern,2021-05-31,0.00021001727
Alebtong,Northern,2021-06-30,7.2269635e-05
Alebtong,Northern,2021-07-31,0.00012359441
Alebtong,Northern,2021-08-31,0.00018505768
Alebtong,Northern,2021-09-30,0.0003015035
Alebtong,Northern,2021-10-31,0.00011048906
Alebtong,Northern,2021-11-30,1.9454294e-05
Alebtong,Northern,2021-12-31,2.5107654e-06
Alebtong,Northern,2022-01-31,5.3352884e-05
Alebtong,Northern,2022-02-28,1.2571258e-05
Alebtong,Northern,2022-03-31,5.6977235e-05
Alebtong,Northern,2022-04-30,0.00032287504
Alebtong,Northern,2022-05-31,0.00021672185
Alebtong,Northern,2022-06-30,0.000112101436
Alebtong,Northern,2022-07-31,0.0001361447
Alebtong,Northern,2022-08-31,0.00026787768
Alebtong,Northern,2022-09-30,0.00016026034
Alebtong,Northern,2022-10-31,9.2215756e-05
Alebtong,Northern,2022-11-30,8.749432e-05
Alebtong,Northern,2022-12-31,3.7052778e-05
Alebtong,Northern,2023-01-31,2.4767974e-06
Alebtong,Northern,2023-02-28,7.4849954e-06
Alebtong,Northern,2023-03-31,0.00022530684
Alebtong,Northern,2023-04-30,0.00026091273
Alebtong,Northern,2023-05-31,0.000102453014
Alebtong,Northern,2023-06-30,0.00017009211
Alebtong,Northern,2023-07-31,7.2328316e-05
Alebtong,Northern,2023-08-31,6.9213806e-05
Alebtong,Northern,2023-09-30,0.00024598473
Alebtong,Northern,2023-10-31,0.00023502529
Alebtong,Northern,2023-11-30,0.00023165147
Alebtong,Northern,2023-12-31,4.21376e-05
Alebtong,Northern,2024-01-31,3.2647644e-05
Alebtong,Northern,2024-02-29,1.862474e-05
Alebtong,Northern,2024-03-31,6.803421e-05
Alebtong,Northern,2024-04-30,0.0002866447
Alebtong,Northern,2024-05-31,0.00018030789
Alebtong,Northern,2024-06-30,7.958875e-05
Alebtong,Northern,2024-07-31,0.00028778342
Alebtong,Northern,2024-08-31,0.0002239776
Alebtong,Northern,2024-09-30,0.00020285911
Alebtong,Northern,2024-10-31,0.00013659686
Alebtong,Northern,2024-11-30,0.00025933087
Alebtong,Northern,2024-12-31,2.1832604e-05
Alebtong,Northern,2025-01-31,6.876966e-06
Alebtong,Northern,2025-02-28,6.8190553e-07
Alebtong,Northern,2025-03-31,0.0001099946
Alebtong,Northern,2025-04-30,0.00020197862
Alebtong,Northern,2025-05-31,0.00018373324
Alebtong,Northern,2025-06-30,8.25478e-05
Alebtong,Northern,2025-07-31,0.00018597579
Alebtong,Northern,2025-08-31,0.0002952521
Alebtong,Northern,2025-09-30,0.00016896526
Alebtong,Northern,2025-10-31,0.00020221966
Alebtong,Northern,2025-11-30,0.00016450137
Amolatar,Northern,1980-12-31,7.8337536e-07
Amolatar,Northern,1981-01-31,4.1332936e-05
Amolatar,Northern,1981-02-28,7.461473e-05
Amolatar,Northern,1981-03-31,0.00034396478
Amolatar,Northern,1981-04-30,0.00023920966
Amolatar,Northern,1981-05-31,0.00022869406
Amolatar,Northern,1981-06-30,0.00012733141
Amolatar,Northern,1981-07-31,0.00021614616
Amolatar,Northern,1981-08-31,0.00026887207
Amolatar,Northern,1981-09-30,0.00027723148
Amolatar,Northern,1981-10-31,0.00033075034
Amolatar,Northern,1981-11-30,0.00023043901
Amolatar,Northern,1981-12-31,0.00015150908
Amolatar,Northern,1982-01-31,0.00011759612
Amolatar,Northern,1982-02-28,9.226941e-05
Amolatar,Northern,1982-03-31,0.00018810586
Amolatar,Northern,1982-04-30,0.00025401925
Amolatar,Northern,1982-05-31,0.00035467662
Amolatar,Northern,1982-06-30,0.00014474044
Amolatar,Northern,1982-07-31,0.000136664
Amolatar,Northern,1982-08-31,0.00013238624
Amolatar,Northern,1982-09-30,0.00024992775
Amolatar,Northern,1982-10-31,0.00038983487
Amolatar,Northern,1982-11-30,0.00032846068
Amolatar,Northern,1982-12-31,9.201676e-05
Amolatar,Northern,1983-01-31,3.824359e-05
Amolatar,Northern,1983-02-28,4.0393854e-05
Amolatar,Northern,1983-03-31,8.521846e-05
Amolatar,Northern,1983-04-30,0.00028130013
Amolatar,Northern,1983-05-31,0.00029089037
Amolatar,Northern,1983-06-30,0.00025247154
Amolatar,Northern,1983-07-31,0.00017613445
Amolatar,Northern,1983-08-31,0.00026283629
Amolatar,Northern,1983-09-30,0.00022816443
Amolatar,Northern,1983-10-31,0.0003998047
Amolatar,Northern,1983-11-30,0.0002881227
Amolatar,Northern,1983-12-31,7.400189e-05
Amolatar,Northern,1984-01-31,2.2128865e-05
Amolatar,Northern,1984-02-29,4.1141077e-05
Amolatar,Northern,1984-03-31,0.0001587613
Amolatar,Northern,1984-04-30,0.00026232767
Amolatar,Northern,1984-05-31,0.00016663807
Amolatar,Northern,1984-06-30,0.000117466676
Amolatar,Northern,1984-07-31,0.00021625175
Amolatar,Northern,1984-08-31,0.00028965663
Amolatar,Northern,1984-09-30,0.00015477637
Amolatar,Northern,1984-10-31,0.00023048412
Amolatar,Northern,1984-11-30,0.00045819997
Amolatar,Northern,1984-12-31,6.2790125e-05
Amolatar,Northern,1985-01-31,8.80101e-05
Amolatar,Northern,1985-02-28,7.9785605e-05
Amolatar,Northern,1985-03-31,0.00029564288
Amolatar,Northern,1985-04-30,0.00043551592
Amolatar,Northern,1985-05-31,0.00030753415
Amolatar,Northern,1985-06-30,0.00021423498
Amolatar,Northern,1985-07-31,0.00013414201
Amolatar,Northern,1985-08-31,0.00017256681
Amolatar,Northern,1985-09-30,0.00027465224
Amolatar,Northern,1985-10-31,0.00026278663
Amolatar,Northern,1985-11-30,0.00030234258
Amolatar,Northern,1985-12-31,0.0001290306
Amolatar,Northern,1986-01-31,2.5672778e-05
Amolatar,Northern,1986-02-28,0.00020242394
Amolatar,Northern,1986-03-31,0.00019468367
Amolatar,Northern,1986-04-30,0.00038785837
Amolatar,Northern,1986-05-31,0.0003204852
Amolatar,Northern,1986-06-30,0.00016632113
Amolatar,Northern,1986-07-31,0.00019556894
Amolatar,Northern,1986-08-31,0.00011538642
Amolatar,Northern,1986-09-30,0.00020772814
Amolatar,Northern,1986-10-31,0.00030793986
Amolatar,Northern,1986-11-30,0.0003394453
Amolatar,Northern,1986-12-31,0.0001237064
Amolatar,Northern,1987-01-31,5.7512076e-05
Amolatar,Northern,1987-02-28,0.00011722229
Amolatar,Northern,1987-03-31,0.0003058691
Amolatar,Northern,1987-04-30,0.00033145878
Amolatar,Northern,1987-05-31,0.0003813491
Amolatar,Northern,1987-06-30,0.00019983567
