district,region,date,predicted_rainfall_mm
Bugiri,Eastern,2026-03,183.07927240457659
Bugiri,Eastern,2026-04,237.80224984101548
Bugiri,Eastern,2026-05,245.54738217804487
Bugiri,Eastern,2026-06,96.42805828464576
Bugiri,Eastern,2026-07,73.44631842451844
Bugiri,Eastern,2026-08,117.15964625268431
Bugiri,Eastern,2026-09,140.04250458832158
Bugiri,Eastern,2026-10,156.16875253819467
Bugiri,Eastern,2026-11,129.39627812533473
Bugiri,Eastern,2026-12,143.7979730592672
Buhweju,Western,2025-11,140.67675065533686
Buhweju,Western,2025-12,101.17429269385988
Buhweju,Western,2026-01,49.624605217019806
Buhweju,Western,2026-02,55.7776040672233
Buhweju,Western,2026-03,169.48593480976794
Buhweju,Western,2026-04,148.21904575702146
Buhweju,Western,2026-05,109.71171428428048
Buhweju,Western,2026-06,74.12714177456165
Buhweju,Western,2026-07,52.85554057015038
Buhweju,Western,2026-08,115.02086692265864
Buhweju,Western,2026-09,139.01176576306986
Buhweju,Western,2026-10,127.90090672353102
Buhweju,Western,2026-11,115.70727219093799
Buhweju,Western,2026-12,118.60423960644175
Buikwe,Central,2025-11,166.94359749441097
Buikwe,Central,2025-12,135.27450739171462
Buikwe,Central,2026-01,84.14340274302378
Buikwe,Central,2026-02,92.18073716541222
Buikwe,Central,2026-03,189.2040641596392
Buikwe,Central,2026-04,247.14598311998955
Buikwe,Central,2026-05,226.08417261627935
Buikwe,Central,2026-06,85.34455787068269
Buikwe,Central,2026-07,77.36693306776903
Buikwe,Central,2026-08,117.68549355692136
Buikwe,Central,2026-09,142.19417411936277
Buikwe,Central,2026-10,189.81115712519338
Buikwe,Central,2026-11,209.0046085472358
Buikwe,Central,2026-12,130.43846111008565
Bukedea,Eastern,2025-11,95.18184112559904
Bukedea,Eastern,2025-12,60.85357351686761
Bukedea,Eastern,2026-01,28.99024654706141
Bukedea,Eastern,2026-02,55.90259499022582
Bukedea,Eastern,2026-03,100.55183914810591
Bukedea,Eastern,2026-04,199.01160483834454
Bukedea,Eastern,2026-05,228.33500611537266
Bukedea,Eastern,2026-06,119.60215349639633
Bukedea,Eastern,2026-07,152.56635228866367
Bukedea,Eastern,2026-08,155.3873973252707
Bukedea,Eastern,2026-09,153.22838480026454
Bukedea,Eastern,2026-10,158.34603952043503
Bukedea,Eastern,2026-11,88.45723785826968
Bukedea,Eastern,2026-12,79.60886220780192
Bukwo,Eastern,2025-11,130.73441501532795
Bukwo,Eastern,2025-12,49.41379347328214
Bukwo,Eastern,2026-01,34.981233272804
Bukwo,Eastern,2026-02,58.630916564717836
Bukwo,Eastern,2026-03,87.79233983040746
Bukwo,Eastern,2026-04,162.25466611104565
Bukwo,Eastern,2026-05,191.85252966546435
Bukwo,Eastern,2026-06,145.46536441610556
Bukwo,Eastern,2026-07,193.37627544188382
Bukwo,Eastern,2026-08,165.38681538899738
Bukwo,Eastern,2026-09,129.34466796873096
Bukwo,Eastern,2026-10,171.44298166985016
Bukwo,Eastern,2026-11,117.0004719514922
Bukwo,Eastern,2026-12,46.09071322273488
Bulambuli,Eastern,2025-11,104.09445754060607
Bulambuli,Eastern,2025-12,18.063967560857655
Bulambuli,Eastern,2026-01,27.691756417983026
Bulambuli,Eastern,2026-02,34.35813040864397
Bulambuli,Eastern,2026-03,77.92123750390282
Bulambuli,Eastern,2026-04,173.3084479136288
Bulambuli,Eastern,2026-05,214.17057864700863
Bulambuli,Eastern,2026-06,136.78067672989692
Bulambuli,Eastern,2026-07,154.71195493787914
Bulambuli,Eastern,2026-08,174.01210135313448
Bulambuli,Eastern,2026-09,159.31598780856152
Bulambuli,Eastern,2026-10,175.1464336621941
Bulambuli,Eastern,2026-11,89.3356487408229
Bulambuli,Eastern,2026-12,19.533560658068964
Buliisa,Western,2025-11,5.906816172047258
Buliisa,Western,2025-12,44.446512387001825
Buliisa,Western,2026-01,45.882899785492654
Buliisa,Western,2026-02,65.19897740478993
Buliisa,Western,2026-03,76.41645690420903
Buliisa,Western,2026-04,138.04486962199823
Buliisa,Western,2026-05,138.12421080719915
Buliisa,Western,2026-06,108.41542050738482
Buliisa,Western,2026-07,121.12229603404211
Buliisa,Western,2026-08,142.45186011258565
Buliisa,Western,2026-09,149.10004268707945
Buliisa,Western,2026-10,197.00901589330252
Buliisa,Western,2026-11,152.67441348344474
Buliisa,Western,2026-12,45.51955219441398
Bundibugyo,Western,2025-11,155.59041523572554
Bundibugyo,Western,2025-12,107.48345924679626
Bundibugyo,Western,2026-01,61.16105208912498
Bundibugyo,Western,2026-02,61.01468706289289
Bundibugyo,Western,2026-03,157.3521040616218
Bundibugyo,Western,2026-04,189.0981961626747
Bundibugyo,Western,2026-05,135.4301775162836
Bundibugyo,Western,2026-06,98.30037692061096
Bundibugyo,Western,2026-07,117.81626687313505
Bundibugyo,Western,2026-08,147.81176860981944
Bundibugyo,Western,2026-09,155.01627858267898
Bundibugyo,Western,2026-10,203.06892545276355
Bundibugyo,Western,2026-11,144.5134850141647
Bundibugyo,Western,2026-12,107.95721064131935
Bunyangabu,Western,2025-11,165.5375097402187
Bunyangabu,Western,2025-12,105.32795042212254
Bunyangabu,Western,2026-01,60.318283173213324
Bunyangabu,Western,2026-02,61.73577497520422
Bunyangabu,Western,2026-03,162.639132020973
Bunyangabu,Western,2026-04,185.09129018189324
Bunyangabu,Western,2026-05,124.32908543061517
Bunyangabu,Western,2026-06,63.300135671539884
Bunyangabu,Western,2026-07,48.50158528706584
Bunyangabu,Western,2026-08,125.433678520146
Bunyangabu,Western,2026-09,162.74235122802827
Bunyangabu,Western,2026-10,206.98178889859145
Bunyangabu,Western,2026-11,160.50980422111311
Bunyangabu,Western,2026-12,107.30857455302139
Bushenyi,Western,2025-11,150.4683830773086
Bushenyi,Western,2025-12,119.70090184987026
Bushenyi,Western,2026-01,63.26866275494575
Bushenyi,Western,2026-02,61.443522052865575
Bushenyi,Western,2026-03,170.0394880230275
Bushenyi,Western,2026-04,136.89009697062696
Bushenyi,Western,2026-05,105.25322178108921
Bushenyi,Western,2026-06,41.22131866657593
Bushenyi,Western,2026-07,30.74645312779412
Bushenyi,Western,2026-08,94.13886146657549
Bushenyi,Western,2026-09,140.97679848586336
Bushenyi,Western,2026-10,146.25318392437805
Bushenyi,Western,2026-11,143.1919302651349
Bushenyi,Western,2026-12,122.17500583112684
Busia,Eastern,2025-11,160.6302007388735
Busia,Eastern,2025-12,140.8150576292837
Busia,Eastern,2026-01,76.64362141021292
Busia,Eastern,2026-02,85.37562551023368
Busia,Eastern,2026-03,180.45242987633253
Busia,Eastern,2026-04,241.7426598479881
Busia,Eastern,2026-05,260.3414681724851
Busia,Eastern,2026-06,116.2626385616878
Busia,Eastern,2026-07,86.2249642201946
Busia,Eastern,2026-08,117.80506267843286
Busia,Eastern,2026-09,149.91804733956857
Busia,Eastern,2026-10,156.9254161546603
Busia,Eastern,2026-11,125.47785385098949
Busia,Eastern,2026-12,140.17515158656266
Butambala,Central,2025-11,169.13484369183038
Butambala,Central,2025-12,120.69684126976485
Butambala,Central,2026-01,76.32801939100501
Butambala,Central,2026-02,83.21482210473543
Butambala,Central,2026-03,172.23992905353018
Butambala,Central,2026-04,195.8366062528784
Butambala,Central,2026-05,174.124976404128
Butambala,Central,2026-06,76.75361883273098
Butambala,Central,2026-07,55.99734859446673
Butambala,Central,2026-08,114.32002521167006
Butambala,Central,2026-09,125.52900616081699
Butambala,Central,2026-10,174.09364317570908
Butambala,Central,2026-11,189.48983120256815
Butambala,Central,2026-12,116.7213269375797
Buvuma,Central,2025-11,113.76750130850458
Buvuma,Central,2025-12,158.48052552386824
Buvuma,Central,2026-01,82.67572489875212
Buvuma,Central,2026-02,94.76172126026034
Buvuma,Central,2026-03,187.16378476139423
Buvuma,Central,2026-04,253.4225444764584
Buvuma,Central,2026-05,236.04190047223034
Buvuma,Central,2026-06,104.99162571351967
Buvuma,Central,2026-07,63.68306042683992
Buvuma,Central,2026-08,108.68004394136307
Buvuma,Central,2026-09,119.36634434454018
Buvuma,Central,2026-10,119.5606778794888
Buvuma,Central,2026-11,112.28546195584332
Buvuma,Central,2026-12,147.89011608113168
Buyende,Eastern,2025-11,107.89331040861249
Buyende,Eastern,2025-12,83.68775458895581
Buyende,Eastern,2026-01,92.46918956489009
Buyende,Eastern,2026-02,87.94245297344204
Buyende,Eastern,2026-03,169.10838555740375
Buyende,Eastern,2026-04,240.21409752252305
Buyende,Eastern,2026-05,252.76701581112764
Buyende,Eastern,2026-06,103.5232048023098
Buyende,Eastern,2026-07,106.73734036358415
Buyende,Eastern,2026-08,165.909200522654
Buyende,Eastern,2026-09,162.65953386574816
Buyende,Eastern,2026-10,169.02585982896485
Buyende,Eastern,2026-11,119.41014654214419
Buyende,Eastern,2026-12,50.54058261233585
Dokolo,Northern,2025-11,159.42342395730637
Dokolo,Northern,2025-12,64.62801174841624
Dokolo,Northern,2026-01,28.852261119576085
Dokolo,Northern,2026-02,71.13122346045253
Dokolo,Northern,2026-03,102.16683795832245
Dokolo,Northern,2026-04,177.90583124577577
Dokolo,Northern,2026-05,210.33138968029678
Dokolo,Northern,2026-06,114.16251304815593
Dokolo,Northern,2026-07,138.3794470191095
Dokolo,Northern,2026-08,172.25193013042258
Dokolo,Northern,2026-09,175.68574976621986
Dokolo,Northern,2026-10,148.56588596103822
Dokolo,Northern,2026-11,106.12999469826828
Dokolo,Northern,2026-12,85.0664335653732
Gomba,Central,2025-11,139.40327853709513
Gomba,Central,2025-12,101.32609860955965
Gomba,Central,2026-01,55.23936727053294
Gomba,Central,2026-02,51.22093837283945
Gomba,Central,2026-03,161.06838931556354
Gomba,Central,2026-04,163.683171852912
Gomba,Central,2026-05,144.5560549466393
Gomba,Central,2026-06,56.35483028673758
Gomba,Central,2026-07,48.785565790045794
Gomba,Central,2026-08,116.51483921176182
Gomba,Central,2026-09,131.5632883885487
Gomba,Central,2026-10,149.39852766270621
Gomba,Central,2026-11,135.66144513281958
Gomba,Central,2026-12,104.26115907541309
Gulu,Northern,2025-11,140.74842698818352
Gulu,Northern,2025-12,35.3546787640712
Gulu,Northern,2026-01,14.022616380741761
Gulu,Northern,2026-02,35.98644986398186
Gulu,Northern,2026-03,75.59235110390732
Gulu,Northern,2026-04,137.1665169842693
Gulu,Northern,2026-05,168.49319330163314
Gulu,Northern,2026-06,131.68162373785322
Gulu,Northern,2026-07,144.24334117901432
Gulu,Northern,2026-08,189.6163363958024
Gulu,Northern,2026-09,160.91795770233185
Gulu,Northern,2026-10,145.3741935818571
Gulu,Northern,2026-11,96.62309329778516
Gulu,Northern,2026-12,41.269188446769014
Hoima,Western,2025-11,148.50239500297698
Hoima,Western,2025-12,48.85995389824827
Hoima,Western,2026-01,61.32637828610882
Hoima,Western,2026-02,62.48474622033922
Hoima,Western,2026-03,138.42989122849758
Hoima,Western,2026-04,210.81485802896833
Hoima,Western,2026-05,178.0657332090391
Hoima,Western,2026-06,109.50366109999958
Hoima,Western,2026-07,119.17571957082399
Hoima,Western,2026-08,156.90361870907395
Hoima,Western,2026-09,154.878005131653
Hoima,Western,2026-10,233.0690312992692
Hoima,Western,2026-11,186.948918096742
Hoima,Western,2026-12,54.93479989285018
Ibanda,Western,2025-11,115.68294815490191
Ibanda,Western,2025-12,120.10504532046984
Ibanda,Western,2026-01,59.57296274732997
Ibanda,Western,2026-02,53.90063058079853
Ibanda,Western,2026-03,164.31706277526425
Ibanda,Western,2026-04,140.76752902182648
Ibanda,Western,2026-05,88.0069628787508
Ibanda,Western,2026-06,38.93892858796958
Ibanda,Western,2026-07,42.008211105411974
Ibanda,Western,2026-08,82.70302762186395
Ibanda,Western,2026-09,127.10331484244114
Ibanda,Western,2026-10,146.0881260388179
Ibanda,Western,2026-11,112.61494115882226
Ibanda,Western,2026-12,120.58588345393198
Iganga,Eastern,2025-11,145.4042421516602
Iganga,Eastern,2025-12,82.50417877731198
Iganga,Eastern,2026-01,106.34519719047647
Iganga,Eastern,2026-02,125.80576144443917
Iganga,Eastern,2026-03,185.4662821928614
Iganga,Eastern,2026-04,236.26704595204654
Iganga,Eastern,2026-05,245.57361555791587
Iganga,Eastern,2026-06,117.07350016221842
Iganga,Eastern,2026-07,126.76685014143781
Iganga,Eastern,2026-08,174.5713625231891
Iganga,Eastern,2026-09,162.8477273461856
Iganga,Eastern,2026-10,202.59608745192864
Iganga,Eastern,2026-11,157.5219578807824
Iganga,Eastern,2026-12,86.568775605906
Isingiro,Western,2025-11,126.38029380911873
Isingiro,Western,2025-12,106.0610302706537
Isingiro,Western,2026-01,61.2659850558193
Isingiro,Western,2026-02,57.39030404161178
Isingiro,Western,2026-03,162.42479536875965
Isingiro,Western,2026-04,140.53487485085546
Isingiro,Western,2026-05,93.56178448124008
Isingiro,Western,2026-06,29.976919043478976
Isingiro,Western,2026-07,42.63653696487584
Isingiro,Western,2026-08,72.67714565904716
Isingiro,Western,2026-09,118.18923581276488
Isingiro,Western,2026-10,125.73139026090377
Isingiro,Western,2026-11,110.42914824097785
Isingiro,Western,2026-12,119.41152380442944
Jinja,Eastern,2025-11,188.80681358248293
Jinja,Eastern,2025-12,133.59079907467762
Jinja,Eastern,2026-01,89.2269157994013
Jinja,Eastern,2026-02,93.73012317242419
Jinja,Eastern,2026-03,181.44832258895664
Jinja,Eastern,2026-04,254.02553693510225
Jinja,Eastern,2026-05,243.7586899279546
Jinja,Eastern,2026-06,94.03240609727955
Jinja,Eastern,2026-07,101.8220325698795
Jinja,Eastern,2026-08,138.58679414784004
Jinja,Eastern,2026-09,153.53359168568994
Jinja,Eastern,2026-10,195.04271218474167
Jinja,Eastern,2026-11,221.61111042357115
Jinja,Eastern,2026-12,136.92116197985436
Kaabong,Northern,2025-11,43.75122397557411
Kaabong,Northern,2025-12,25.743300487338352
Kaabong,Northern,2026-01,10.21960634022868
Kaabong,Northern,2026-02,20.90246050694805
Kaabong,Northern,2026-03,51.74363909965391
Kaabong,Northern,2026-04,104.57552257241112
Kaabong,Northern,2026-05,103.37084379349031
Kaabong,Northern,2026-06,78.93771164755505
Kaabong,Northern,2026-07,104.20543406353478
Kaabong,Northern,2026-08,84.86159545160002
Kaabong,Northern,2026-09,49.86074738006781
Kaabong,Northern,2026-10,68.7116902019432
Kaabong,Northern,2026-11,37.17099408760692
Kaabong,Northern,2026-12,41.568078772062755
Kabale,Western,2025-11,148.48736188366928
Kabale,Western,2025-12,109.11265919285403
Kabale,Western,2026-01,65.05297982678222
Kabale,Western,2026-02,72.4105897778874
Kabale,Western,2026-03,162.95476908878774
Kabale,Western,2026-04,152.77762227626945
Kabale,Western,2026-05,118.05767330977514
Kabale,Western,2026-06,24.898842634504796
Kabale,Western,2026-07,23.69592382246037
Kabale,Western,2026-08,62.945276546345546
Kabale,Western,2026-09,108.6707461758277
Kabale,Western,2026-10,129.5407672654542
Kabale,Western,2026-11,136.25175100953905
Kabale,Western,2026-12,107.84653686063777
Kaberamaido,Eastern,2025-11,137.54372249066145
Kaberamaido,Eastern,2025-12,47.829240125684855
Kaberamaido,Eastern,2026-01,32.0082667220487
Kaberamaido,Eastern,2026-02,84.82628216539428
Kaberamaido,Eastern,2026-03,127.12994587020492
Kaberamaido,Eastern,2026-04,187.54755316535545
Kaberamaido,Eastern,2026-05,201.12881442358758
Kaberamaido,Eastern,2026-06,103.61536956302821
Kaberamaido,Eastern,2026-07,116.4627861212618
Kaberamaido,Eastern,2026-08,150.0015621636883
Kaberamaido,Eastern,2026-09,160.31203139604767
Kaberamaido,Eastern,2026-10,152.425941143552
Kaberamaido,Eastern,2026-11,109.30454746769982
Kaberamaido,Eastern,2026-12,85.74423329890278
Kagadi,Western,2025-11,125.7954648108149
Kagadi,Western,2025-12,112.27511114308584
Kagadi,Western,2026-01,57.39482942063097
Kagadi,Western,2026-02,52.87662891587952
Kagadi,Western,2026-03,157.17143440623784
Kagadi,Western,2026-04,195.1397176425329
Kagadi,Western,2026-05,199.878485635537
Kagadi,Western,2026-06,108.43941136896233
Kagadi,Western,2026-07,117.44761303092649
Kagadi,Western,2026-08,124.97326727255734
Kagadi,Western,2026-09,133.73064107876465
Kagadi,Western,2026-10,201.99629042815866
Kagadi,Western,2026-11,157.54179507788191
Kagadi,Western,2026-12,108.65841693712382
Kakumiro,Western,2025-11,113.31576549593825
Kakumiro,Western,2025-12,114.9922987488808
Kakumiro,Western,2026-01,56.60168270488505
Kakumiro,Western,2026-02,56.58106935355249
Kakumiro,Western,2026-03,161.48708262345318
Kakumiro,Western,2026-04,195.76745600397186
Kakumiro,Western,2026-05,192.34026627837292
Kakumiro,Western,2026-06,108.50328274881403
Kakumiro,Western,2026-07,63.13857639156729
Kakumiro,Western,2026-08,119.6188990350998
Kakumiro,Western,2026-09,140.1397616643233
Kakumiro,Western,2026-10,163.40471791646505
Kakumiro,Western,2026-11,120.49884112829322
Kakumiro,Western,2026-12,115.31711256806193
Kalangala,Central,2025-11,117.54728804556842
Kalangala,Central,2025-12,140.36718144345167
Kalangala,Central,2026-01,86.40336803082697
Kalangala,Central,2026-02,89.04767060364642
Kalangala,Central,2026-03,185.78500752405498
Kalangala,Central,2026-04,261.825505029054
Kalangala,Central,2026-05,257.61008735340886
Kalangala,Central,2026-06,140.90999130057816
Kalangala,Central,2026-07,66.07266648387036
Kalangala,Central,2026-08,100.09733469438392
Kalangala,Central,2026-09,117.11725528907812
Kalangala,Central,2026-10,124.62993362595894
Kalangala,Central,2026-11,110.685010197017
Kalangala,Central,2026-12,139.9910987055272
Kaliro,Eastern,2025-11,121.51841327114775
Kaliro,Eastern,2025-12,52.101915872889265
Kaliro,Eastern,2026-01,74.55980809163111
Kaliro,Eastern,2026-02,97.98450650432453
Kaliro,Eastern,2026-03,172.56957646802556
Kaliro,Eastern,2026-04,228.70229566917715
Kaliro,Eastern,2026-05,248.04765055814184
Kaliro,Eastern,2026-06,133.95065206355167
Kaliro,Eastern,2026-07,138.68201274004417
Kaliro,Eastern,2026-08,182.03088119319165
Kaliro,Eastern,2026-09,167.072133505858
Kaliro,Eastern,2026-10,175.9745701425466
Kaliro,Eastern,2026-11,138.24354861069207
Kaliro,Eastern,2026-12,49.46351114197805
Kalungu,Central,2025-11,122.00827378973405
Kalungu,Central,2025-12,117.99792953046237
Kalungu,Central,2026-01,70.04696478046073
Kalungu,Central,2026-02,71.09597077734189
Kalungu,Central,2026-03,191.87067650864182
Kalungu,Central,2026-04,176.33553752616913
Kalungu,Central,2026-05,165.09588023671608
Kalungu,Central,2026-06,65.06046622247132
Kalungu,Central,2026-07,33.43496271638848
Kalungu,Central,2026-08,78.34037977043715
Kalungu,Central,2026-09,110.22071903149202
Kalungu,Central,2026-10,142.34436396046215
Kalungu,Central,2026-11,125.01147545731868
Kalungu,Central,2026-12,117.91955854208895
Kamuli,Eastern,2025-11,158.6751915287454
Kamuli,Eastern,2025-12,112.11117844528462
Kamuli,Eastern,2026-01,83.13978479575266
Kamuli,Eastern,2026-02,92.52788385040151
Kamuli,Eastern,2026-03,176.6086400163944
Kamuli,Eastern,2026-04,233.39825801547872
Kamuli,Eastern,2026-05,241.6819219130812
Kamuli,Eastern,2026-06,93.28353917660561
Kamuli,Eastern,2026-07,83.88463001670561
Kamuli,Eastern,2026-08,135.5870931273941
Kamuli,Eastern,2026-09,166.64155792849047
Kamuli,Eastern,2026-10,218.2646498423953
Kamuli,Eastern,2026-11,167.993592543387
Kamuli,Eastern,2026-12,110.49500009847617
Kamwenge,Western,2025-11,133.80078891790959
Kamwenge,Western,2025-12,93.09234846652606
Kamwenge,Western,2026-01,48.28557295007688
Kamwenge,Western,2026-02,50.79221974449118
Kamwenge,Western,2026-03,153.67996539718786
Kamwenge,Western,2026-04,172.1038868316554
Kamwenge,Western,2026-05,102.94572439044121
Kamwenge,Western,2026-06,51.92312886028236
Kamwenge,Western,2026-07,37.88606604158377
Kamwenge,Western,2026-08,112.96710671579311
Kamwenge,Western,2026-09,133.44810809887443
Kamwenge,Western,2026-10,157.17815615973058
Kamwenge,Western,2026-11,121.08460156940335
Kamwenge,Western,2026-12,107.29628635560273
Kanungu,Western,2025-11,153.19566383611087
Kanungu,Western,2025-12,106.2238340359245
Kanungu,Western,2026-01,63.79955206416703
Kanungu,Western,2026-02,64.35207614954595
Kanungu,Western,2026-03,166.75922779417647
Kanungu,Western,2026-04,150.07617356710946
Kanungu,Western,2026-05,129.58861334130933
Kanungu,Western,2026-06,79.33203982238842
Kanungu,Western,2026-07,63.85546692332429
Kanungu,Western,2026-08,125.96971195532824
Kanungu,Western,2026-09,147.0112741953454
Kanungu,Western,2026-10,177.56669594135607
Kanungu,Western,2026-11,152.92062441468687
Kanungu,Western,2026-12,106.22623100276788
Kapchorwa,Eastern,2025-11,202.81628471471336
Kapchorwa,Eastern,2025-12,61.65692553135533
Kapchorwa,Eastern,2026-01,43.01792307489915
Kapchorwa,Eastern,2026-02,44.919322489392655
Kapchorwa,Eastern,2026-03,107.97568691141541
Kapchorwa,Eastern,2026-04,248.4811565518007
Kapchorwa,Eastern,2026-05,217.44888218569676
Kapchorwa,Eastern,2026-06,187.9498566491936
Kapchorwa,Eastern,2026-07,201.65917942053832
Kapchorwa,Eastern,2026-08,211.16788405645457
Kapchorwa,Eastern,2026-09,132.06138225737075
Kapchorwa,Eastern,2026-10,232.5229635980747
Kapchorwa,Eastern,2026-11,202.61894192830866
Kapchorwa,Eastern,2026-12,60.33204181249444
